rodada,adv,equipe_contraAvgpontuacao,equipe_contraLastpontuacao,equipe_contraAvgMov5pontuacao,equipe_contraAvgMov10pontuacao,equipe_contraAvgDS,equipe_contraLastDS,equipe_contraAvgMov5DS,equipe_contraAvgMov10DS,equipe_contraAvgFC,equipe_contraLastFC,equipe_contraAvgMov5FC,equipe_contraAvgMov10FC,equipe_contraAvgFF,equipe_contraLastFF,equipe_contraAvgMov5FF,equipe_contraAvgMov10FF,equipe_contraAvgFS,equipe_contraLastFS,equipe_contraAvgMov5FS,equipe_contraAvgMov10FS,equipe_contraAvgCA,equipe_contraLastCA,equipe_contraAvgMov5CA,equipe_contraAvgMov10CA,equipe_contraAvgFD,equipe_contraLastFD,equipe_contraAvgMov5FD,equipe_contraAvgMov10FD,equipe_contraAvgFT,equipe_contraLastFT,equipe_contraAvgMov5FT,equipe_contraAvgMov10FT,equipe_contraAvgG,equipe_contraLastG,equipe_contraAvgMov5G,equipe_contraAvgMov10G,equipe_contraAvgDE,equipe_contraLastDE,equipe_contraAvgMov5DE,equipe_contraAvgMov10DE,equipe_contraAvgGS,equipe_contraLastGS,equipe_contraAvgMov5GS,equipe_contraAvgMov10GS,equipe_contraAvgGC,equipe_contraLastGC,equipe_contraAvgMov5GC,equipe_contraAvgMov10GC,equipe_contraAvgI,equipe_contraLastI,equipe_contraAvgMov5I,equipe_contraAvgMov10I,equipe_contraAvgSG,equipe_contraLastSG,equipe_contraAvgMov5SG,equipe_contraAvgMov10SG,equipe_contraAvgA,equipe_contraLastA,equipe_contraAvgMov5A,equipe_contraAvgMov10A,equipe_contraAvgV,equipe_contraLastV,equipe_contraAvgMov5V,equipe_contraAvgMov10V,equipe_contraAvgPS,equipe_contraLastPS,equipe_contraAvgMov5PS,equipe_contraAvgMov10PS,equipe_contraAvgPC,equipe_contraLastPC,equipe_contraAvgMov5PC,equipe_contraAvgMov10PC,equipe_contraAvgCV,equipe_contraLastCV,equipe_contraAvgMov5CV,equipe_contraAvgMov10CV,equipe_contraAvgDP,equipe_contraLastDP,equipe_contraAvgMov5DP,equipe_contraAvgMov10DP,equipe_contraAvgPP,equipe_contraLastPP,equipe_contraAvgMov5PP,equipe_contraAvgMov10PP
21,Grêmio,59.11,70.49,51.72,59.3,16.42,20.0,15.4,15.9,15.89,16.0,15.8,15.9,7.79,9.0,8.0,7.3,11.95,21.0,13.4,12.0,2.74,6.0,3.8,3.1,3.68,4.0,3.6,3.4,0.37,0.0,0.2,0.3,1.32,2.0,1.0,1.3,3.63,3.0,2.2,3.7,1.53,1.0,1.0,1.5,0.05,0.0,0.0,0.1,1.37,0.0,1.2,1.3,1.47,0.0,1.0,1.8,1.05,2.0,1.0,1.1,0.32,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.1,0.26,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Grêmio,56.55,7.85,47.9,48.29,15.9,6.0,13.4,14.8,16.05,19.0,16.2,15.8,7.65,5.0,7.4,6.9,11.9,11.0,14.2,11.4,2.75,3.0,3.6,3.4,3.55,1.0,3.0,3.4,0.35,0.0,0.2,0.3,1.25,0.0,1.0,1.0,3.5,1.0,2.2,3.1,1.6,3.0,1.4,1.8,0.05,0.0,0.0,0.1,1.3,0.0,1.0,1.2,1.4,0.0,1.0,1.1,1.0,0.0,1.0,0.9,0.3,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Grêmio,55.11,26.29,46.41,46.53,15.67,11.0,13.6,14.0,16.05,16.0,15.4,16.3,7.62,7.0,7.2,7.4,12.14,17.0,15.4,12.1,2.67,1.0,3.0,3.4,3.52,3.0,3.4,3.6,0.33,0.0,0.0,0.2,1.19,0.0,0.8,0.9,3.52,4.0,2.8,2.8,1.62,2.0,1.6,1.7,0.1,1.0,0.2,0.1,1.24,0.0,0.6,1.1,1.33,0.0,1.0,1.1,0.95,0.0,0.8,0.8,0.29,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.1,0.24,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Grêmio,56.18,78.67,45.3,49.86,15.59,14.0,12.2,13.5,16.27,21.0,15.8,16.8,7.64,8.0,7.6,7.6,12.32,16.0,15.2,12.7,2.73,4.0,3.6,3.4,3.5,3.0,3.4,3.3,0.32,0.0,0.0,0.1,1.18,1.0,0.8,0.9,3.55,4.0,3.0,2.8,1.55,0.0,1.6,1.2,0.09,0.0,0.2,0.1,1.32,3.0,1.0,1.0,1.59,7.0,1.4,1.8,0.91,0.0,0.6,0.7,0.32,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Grêmio,55.15,32.51,43.16,49.06,15.52,14.0,13.0,13.3,16.17,14.0,17.2,16.1,7.65,8.0,7.4,7.4,12.43,15.0,16.0,13.3,2.74,3.0,3.4,3.4,3.48,3.0,2.8,3.2,0.35,1.0,0.2,0.2,1.13,0.0,0.6,0.8,3.43,1.0,2.6,2.5,1.52,1.0,1.4,1.1,0.09,0.0,0.2,0.1,1.39,3.0,1.2,1.3,1.52,0.0,1.4,1.8,0.87,0.0,0.4,0.7,0.3,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Grêmio,54.79,46.47,38.36,45.04,15.54,16.0,12.2,13.8,15.88,9.0,15.8,15.8,7.71,9.0,7.4,7.7,12.33,10.0,13.8,13.6,2.67,1.0,2.4,3.1,3.54,5.0,3.0,3.3,0.33,0.0,0.2,0.2,1.12,1.0,0.4,0.7,3.42,3.0,2.6,2.4,1.5,1.0,1.4,1.2,0.08,0.0,0.2,0.1,1.38,1.0,1.4,1.3,1.46,0.0,1.4,1.2,0.83,0.0,0.0,0.5,0.29,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.21,1.0,0.2,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Grêmio,54.87,56.75,48.14,48.02,15.4,12.0,13.4,13.4,15.84,15.0,15.0,15.6,7.72,8.0,8.0,7.7,12.2,9.0,13.4,13.8,2.8,6.0,3.0,3.3,3.56,4.0,3.6,3.3,0.32,0.0,0.2,0.2,1.2,3.0,1.0,1.0,3.28,0.0,2.4,2.3,1.52,2.0,1.2,1.3,0.08,0.0,0.2,0.1,1.52,5.0,2.4,1.7,1.4,0.0,1.4,1.2,0.88,2.0,0.4,0.7,0.32,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Grêmio,55.66,75.62,58.0,52.21,15.81,26.0,16.4,15.0,15.73,13.0,14.4,14.9,7.73,8.0,8.2,7.7,12.04,8.0,11.6,13.5,2.92,6.0,4.0,3.5,3.58,4.0,3.8,3.6,0.35,1.0,0.4,0.2,1.23,2.0,1.4,1.1,3.31,4.0,2.4,2.6,1.5,1.0,1.0,1.3,0.08,0.0,0.0,0.1,1.5,1.0,2.6,1.6,1.35,0.0,1.4,1.2,0.92,2.0,0.8,0.8,0.35,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Grêmio,57.44,103.65,63.0,54.15,15.7,13.0,16.2,14.2,16.0,23.0,14.8,15.3,7.78,9.0,8.4,8.0,12.22,17.0,11.8,13.5,2.85,1.0,3.4,3.5,3.59,4.0,4.0,3.7,0.33,0.0,0.4,0.2,1.3,3.0,1.8,1.3,3.26,2.0,2.0,2.5,1.44,0.0,1.0,1.3,0.07,0.0,0.0,0.1,1.48,1.0,2.2,1.6,1.52,6.0,1.2,1.3,0.96,2.0,1.2,0.9,0.37,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Grêmio,56.88,41.67,64.83,54.0,15.68,15.0,16.4,14.7,16.0,16.0,15.2,16.2,7.57,2.0,7.2,7.3,12.21,12.0,11.2,13.6,2.89,4.0,3.6,3.5,3.54,2.0,3.8,3.3,0.32,0.0,0.2,0.2,1.32,2.0,2.2,1.4,3.18,1.0,2.0,2.3,1.5,3.0,1.4,1.4,0.07,0.0,0.0,0.1,1.43,0.0,1.6,1.4,1.46,0.0,1.2,1.3,0.96,1.0,1.4,0.9,0.36,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Grêmio,57.55,76.36,70.81,54.58,15.66,15.0,16.2,14.2,15.79,10.0,15.4,15.6,7.66,10.0,7.4,7.4,11.97,5.0,10.2,12.0,2.79,0.0,3.4,2.9,3.52,3.0,3.4,3.2,0.31,0.0,0.2,0.2,1.38,3.0,2.6,1.5,3.31,7.0,2.8,2.7,1.59,4.0,2.0,1.7,0.07,0.0,0.0,0.1,1.41,1.0,1.6,1.5,1.41,0.0,1.2,1.3,1.03,3.0,2.0,1.0,0.34,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.21,1.0,0.2,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Grêmio,56.82,35.67,66.59,57.37,15.7,17.0,17.2,15.3,15.63,11.0,14.6,14.8,7.67,8.0,7.4,7.7,11.77,6.0,9.6,11.5,2.73,1.0,2.4,2.7,3.43,1.0,2.8,3.2,0.3,0.0,0.2,0.2,1.37,1.0,2.2,1.6,3.27,2.0,3.2,2.8,1.6,2.0,2.0,1.6,0.07,0.0,0.0,0.1,1.37,0.0,0.6,1.5,1.37,0.0,1.2,1.3,1.0,0.0,1.6,1.0,0.33,0.0,0.4,0.4,0.03,1.0,0.2,0.1,0.2,0.0,0.2,0.2,0.2,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Grêmio,55.78,24.65,56.4,57.2,15.48,9.0,13.8,15.1,15.68,17.0,15.4,14.9,7.68,8.0,7.4,7.8,11.68,9.0,9.8,10.7,2.77,4.0,2.0,3.0,3.48,5.0,3.0,3.4,0.32,1.0,0.2,0.3,1.32,0.0,1.8,1.6,3.23,2.0,2.8,2.6,1.58,1.0,2.0,1.5,0.06,0.0,0.0,0.0,1.32,0.0,0.4,1.5,1.32,0.0,1.2,1.3,0.97,0.0,1.2,1.0,0.32,0.0,0.2,0.4,0.03,0.0,0.2,0.1,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Internacional,50.84,50.84,50.84,50.84,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Internacional,50.84,50.84,50.84,50.84,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Internacional,47.24,43.64,47.24,47.24,15.5,15.0,15.5,15.5,15.0,13.0,15.0,15.0,7.0,7.0,7.0,7.0,13.0,14.0,13.0,13.0,1.5,1.0,1.5,1.5,4.0,3.0,4.0,4.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,3.5,2.0,3.5,3.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Internacional,42.95,34.36,42.95,42.95,15.0,14.0,15.0,15.0,13.33,10.0,13.33,13.33,7.33,8.0,7.33,7.33,13.67,15.0,13.67,13.67,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,0.33,0.0,0.33,0.33,0.67,0.0,0.67,0.67,4.67,7.0,4.67,4.67,1.33,1.0,1.33,1.33,0.0,0.0,0.0,0.0,2.67,4.0,2.67,2.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Internacional,50.92,74.85,50.92,50.92,16.25,20.0,16.25,16.25,14.0,16.0,14.0,14.0,5.75,1.0,5.75,5.75,12.0,7.0,12.0,12.0,1.5,3.0,1.5,1.5,2.75,2.0,2.75,2.75,0.25,0.0,0.25,0.25,1.0,2.0,1.0,1.0,4.25,3.0,4.25,4.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.0,2.5,2.5,1.25,5.0,1.25,1.25,0.5,1.0,0.5,0.5,0.25,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25
6,Internacional,58.26,87.62,58.26,58.26,15.8,14.0,15.8,15.8,13.2,10.0,13.2,13.2,5.4,4.0,5.4,5.4,11.6,10.0,11.6,11.6,2.0,4.0,2.0,2.0,2.8,3.0,2.8,2.8,0.2,0.0,0.2,0.2,1.2,2.0,1.2,1.2,3.8,2.0,3.8,3.8,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,2.4,2.0,2.4,2.4,2.2,6.0,2.2,2.2,0.8,2.0,0.8,0.8,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
7,Internacional,65.94,104.31,68.96,65.94,16.83,22.0,17.0,16.83,13.33,14.0,12.6,13.33,5.67,7.0,5.4,5.67,10.83,7.0,10.6,10.83,2.0,2.0,2.0,2.0,2.67,2.0,2.2,2.67,0.33,1.0,0.4,0.33,1.33,2.0,1.4,1.33,3.83,4.0,3.6,3.83,0.67,0.0,0.6,0.67,0.0,0.0,0.0,0.0,2.0,0.0,2.2,2.0,2.83,6.0,3.4,2.83,1.0,2.0,1.0,1.0,0.5,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17
8,Internacional,64.75,57.62,71.75,64.75,15.57,8.0,15.6,15.57,13.43,14.0,12.8,13.43,5.57,5.0,5.0,5.57,11.0,12.0,10.2,11.0,1.71,0.0,1.8,1.71,2.71,3.0,2.2,2.71,0.29,0.0,0.2,0.29,1.57,3.0,1.8,1.57,3.71,3.0,3.8,3.71,0.71,1.0,0.4,0.71,0.0,0.0,0.0,0.0,1.86,1.0,1.8,1.86,2.43,0.0,3.4,2.43,1.14,2.0,1.4,1.14,0.57,1.0,0.8,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.0,0.4,0.29,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14
9,Internacional,59.89,25.85,70.05,59.89,15.25,13.0,15.4,15.25,13.38,13.0,13.4,13.38,5.38,4.0,4.2,5.38,10.88,10.0,9.2,10.88,1.75,2.0,2.2,1.75,2.88,4.0,2.8,2.88,0.38,1.0,0.4,0.38,1.38,0.0,1.8,1.38,3.25,0.0,2.4,3.25,0.88,2.0,0.6,0.88,0.0,0.0,0.0,0.0,1.62,0.0,1.0,1.62,2.12,0.0,3.4,2.12,1.0,0.0,1.4,1.0,0.5,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12
10,Internacional,58.29,45.49,64.18,58.29,15.56,18.0,15.0,15.56,14.0,19.0,14.0,14.0,5.89,10.0,6.0,5.89,11.0,12.0,10.2,11.0,1.78,2.0,2.0,1.78,3.0,4.0,3.2,3.0,0.33,0.0,0.4,0.33,1.33,1.0,1.6,1.33,3.11,2.0,2.2,3.11,0.89,1.0,0.8,0.89,0.0,0.0,0.0,0.0,1.44,0.0,0.6,1.44,1.89,0.0,2.4,1.89,0.89,0.0,1.2,0.89,0.44,0.0,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11
11,Internacional,56.37,39.16,54.49,56.37,15.1,11.0,14.4,15.1,14.7,21.0,16.2,14.7,5.9,6.0,6.4,5.9,11.1,12.0,10.6,11.1,1.9,3.0,1.8,1.9,3.0,3.0,3.2,3.0,0.5,2.0,0.8,0.5,1.3,1.0,1.4,1.3,2.9,1.0,2.0,2.9,1.0,2.0,1.2,1.0,0.0,0.0,0.0,0.0,1.7,4.0,1.0,1.7,1.7,0.0,1.2,1.7,0.9,1.0,1.0,0.9,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
12,Internacional,53.96,29.78,39.58,54.27,14.82,12.0,12.4,14.7,15.36,22.0,17.8,15.2,6.27,10.0,7.0,6.2,11.18,12.0,11.6,11.1,1.91,2.0,1.8,1.9,3.0,3.0,3.4,2.8,0.55,1.0,0.8,0.6,1.18,0.0,1.0,1.2,2.91,3.0,1.8,2.7,1.0,1.0,1.4,1.0,0.0,0.0,0.0,0.0,1.64,1.0,1.2,1.7,1.55,0.0,0.0,1.7,0.82,0.0,0.6,0.8,0.36,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.09,1.0,0.2,0.1,0.18,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1
13,Internacional,52.42,35.58,35.17,53.46,15.0,17.0,14.2,14.9,16.17,25.0,20.0,16.4,6.08,4.0,6.8,5.9,10.75,6.0,10.4,10.3,1.83,1.0,2.0,1.9,3.0,3.0,3.4,2.8,0.5,0.0,0.8,0.5,1.17,1.0,0.6,1.2,2.67,0.0,1.2,2.5,1.08,2.0,1.6,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,1.4,1.42,0.0,0.0,1.7,0.83,1.0,0.4,0.9,0.33,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1
14,Internacional,53.03,60.33,42.07,56.06,15.0,15.0,14.6,15.0,16.08,15.0,20.4,16.9,6.08,6.0,7.2,5.7,10.77,11.0,10.6,9.9,1.85,2.0,2.0,2.1,3.0,3.0,3.2,3.0,0.46,0.0,0.6,0.5,1.08,0.0,0.6,1.2,2.69,3.0,1.8,2.1,1.0,0.0,1.2,0.9,0.0,0.0,0.0,0.0,1.46,1.0,1.2,1.1,1.77,6.0,1.2,2.3,0.77,0.0,0.4,0.9,0.31,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.23,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1
15,Internacional,55.4,86.2,50.21,57.19,15.14,17.0,14.4,14.7,16.21,18.0,20.2,17.1,5.79,2.0,5.6,5.8,11.14,16.0,11.4,10.8,1.86,2.0,2.0,2.0,3.07,4.0,3.2,3.2,0.43,0.0,0.6,0.5,1.14,2.0,0.8,1.2,2.5,0.0,1.4,1.8,0.93,0.0,1.0,0.9,0.0,0.0,0.0,0.0,1.57,3.0,1.8,1.2,2.0,5.0,2.2,2.3,0.86,2.0,0.8,1.0,0.36,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
16,Internacional,56.51,72.0,56.78,55.63,15.47,20.0,16.2,15.3,16.0,13.0,18.6,17.4,5.87,7.0,5.8,6.1,11.53,17.0,12.4,11.5,1.93,3.0,2.0,1.9,3.2,5.0,3.6,3.4,0.4,0.0,0.2,0.5,1.07,0.0,0.6,1.0,2.6,4.0,2.0,2.0,0.87,0.0,0.6,0.9,0.0,0.0,0.0,0.0,1.6,2.0,1.4,1.2,2.2,5.0,3.2,2.2,0.8,0.0,0.6,0.8,0.33,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
17,Internacional,57.18,67.2,64.26,51.92,15.38,14.0,16.6,14.5,15.88,14.0,17.0,17.4,6.06,9.0,5.6,6.3,11.56,12.0,12.4,12.0,1.94,2.0,2.0,1.9,3.25,4.0,3.8,3.6,0.44,1.0,0.2,0.5,1.0,0.0,0.6,0.8,2.75,5.0,2.4,2.1,0.81,0.0,0.4,0.9,0.0,0.0,0.0,0.0,1.5,0.0,1.2,1.2,2.38,5.0,4.2,2.1,0.75,0.0,0.6,0.6,0.31,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.19,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
18,Internacional,57.91,69.62,71.07,53.12,15.65,20.0,17.2,15.7,15.59,11.0,14.2,17.1,5.94,4.0,5.6,6.2,11.65,13.0,13.8,12.1,1.94,2.0,2.2,2.1,3.24,3.0,3.8,3.6,0.47,1.0,0.4,0.6,1.06,2.0,0.8,0.7,2.76,3.0,3.0,2.1,0.82,1.0,0.2,0.9,0.0,0.0,0.0,0.0,1.47,1.0,1.4,1.2,2.24,0.0,4.2,2.1,0.82,2.0,0.8,0.6,0.35,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.18,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
19,Internacional,57.54,51.27,69.26,55.66,15.56,14.0,17.0,15.8,15.11,7.0,12.6,16.5,5.94,6.0,5.6,6.4,11.83,15.0,14.6,12.6,2.0,3.0,2.4,2.2,3.11,1.0,3.4,3.3,0.44,0.0,0.4,0.5,1.11,2.0,1.2,0.9,2.72,2.0,2.8,2.3,0.89,2.0,0.6,0.9,0.0,0.0,0.0,0.0,1.5,2.0,1.6,1.4,2.11,0.0,3.0,2.1,0.83,1.0,1.0,0.7,0.33,0.0,0.4,0.2,0.06,1.0,0.2,0.1,0.06,0.0,0.0,0.1,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
20,Internacional,58.18,69.62,65.94,58.08,15.68,18.0,17.2,15.8,15.11,15.0,12.0,16.1,5.84,4.0,6.0,5.8,11.74,10.0,13.4,12.4,2.05,3.0,2.6,2.3,3.37,8.0,4.2,3.7,0.47,1.0,0.6,0.6,1.16,2.0,1.2,1.0,2.74,3.0,3.4,2.4,0.89,1.0,0.8,0.9,0.0,0.0,0.0,0.0,1.42,0.0,1.0,1.4,2.0,0.0,2.0,2.1,0.89,2.0,1.0,0.9,0.37,1.0,0.4,0.3,0.05,0.0,0.2,0.1,0.05,0.0,0.0,0.1,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
21,Internacional,58.91,72.78,66.1,61.44,15.95,21.0,17.4,16.8,14.95,12.0,11.8,15.2,5.7,3.0,5.2,5.5,11.8,13.0,12.6,12.5,2.2,5.0,3.0,2.5,3.3,2.0,3.6,3.6,0.45,0.0,0.6,0.4,1.15,1.0,1.4,1.0,2.8,4.0,3.4,2.7,0.85,0.0,0.8,0.7,0.0,0.0,0.0,0.0,1.4,1.0,0.8,1.1,2.15,5.0,2.0,2.6,0.85,0.0,1.0,0.8,0.4,1.0,0.6,0.4,0.1,1.0,0.4,0.2,0.05,0.0,0.0,0.1,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
22,Internacional,59.06,62.07,65.07,64.67,15.81,13.0,17.2,16.9,14.86,13.0,11.6,14.3,5.57,3.0,4.0,4.8,12.19,20.0,14.2,13.3,2.19,2.0,3.0,2.5,3.38,5.0,3.8,3.8,0.48,1.0,0.6,0.4,1.1,0.0,1.4,1.0,2.71,1.0,2.6,2.5,0.81,0.0,0.8,0.6,0.0,0.0,0.0,0.0,1.43,2.0,1.2,1.2,2.29,5.0,2.0,3.1,0.81,0.0,1.0,0.8,0.38,0.0,0.6,0.4,0.1,0.0,0.4,0.2,0.05,0.0,0.0,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
23,Internacional,58.59,48.76,60.9,65.98,15.73,14.0,16.0,16.6,14.86,15.0,12.4,13.3,5.59,6.0,4.4,5.0,12.14,11.0,13.8,13.8,2.14,1.0,2.8,2.5,3.32,2.0,3.6,3.7,0.45,0.0,0.4,0.4,1.05,0.0,1.0,0.9,2.68,2.0,2.4,2.7,0.77,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.5,3.0,1.6,1.5,2.41,5.0,3.0,3.6,0.77,0.0,0.6,0.7,0.36,0.0,0.4,0.4,0.09,0.0,0.4,0.2,0.05,0.0,0.0,0.0,0.23,2.0,0.4,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
24,Internacional,57.81,40.69,58.78,64.02,15.7,15.0,16.2,16.6,14.83,14.0,13.8,13.2,5.61,6.0,4.4,5.0,12.35,17.0,14.2,14.4,2.22,4.0,3.0,2.7,3.22,1.0,3.6,3.5,0.48,1.0,0.6,0.5,1.04,1.0,0.8,1.0,2.7,3.0,2.6,2.7,0.83,2.0,0.6,0.6,0.0,0.0,0.0,0.0,1.43,0.0,1.2,1.4,2.3,0.0,3.0,3.0,0.74,0.0,0.4,0.7,0.35,0.0,0.4,0.4,0.13,1.0,0.4,0.3,0.04,0.0,0.0,0.0,0.22,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
