rodada,adv,equipe_contraAvgpontuacao,equipe_contraLastpontuacao,equipe_contraAvgMov5pontuacao,equipe_contraAvgMov10pontuacao,equipe_contraAvgDS,equipe_contraLastDS,equipe_contraAvgMov5DS,equipe_contraAvgMov10DS,equipe_contraAvgFC,equipe_contraLastFC,equipe_contraAvgMov5FC,equipe_contraAvgMov10FC,equipe_contraAvgFF,equipe_contraLastFF,equipe_contraAvgMov5FF,equipe_contraAvgMov10FF,equipe_contraAvgFS,equipe_contraLastFS,equipe_contraAvgMov5FS,equipe_contraAvgMov10FS,equipe_contraAvgCA,equipe_contraLastCA,equipe_contraAvgMov5CA,equipe_contraAvgMov10CA,equipe_contraAvgFD,equipe_contraLastFD,equipe_contraAvgMov5FD,equipe_contraAvgMov10FD,equipe_contraAvgFT,equipe_contraLastFT,equipe_contraAvgMov5FT,equipe_contraAvgMov10FT,equipe_contraAvgG,equipe_contraLastG,equipe_contraAvgMov5G,equipe_contraAvgMov10G,equipe_contraAvgDE,equipe_contraLastDE,equipe_contraAvgMov5DE,equipe_contraAvgMov10DE,equipe_contraAvgGS,equipe_contraLastGS,equipe_contraAvgMov5GS,equipe_contraAvgMov10GS,equipe_contraAvgGC,equipe_contraLastGC,equipe_contraAvgMov5GC,equipe_contraAvgMov10GC,equipe_contraAvgI,equipe_contraLastI,equipe_contraAvgMov5I,equipe_contraAvgMov10I,equipe_contraAvgSG,equipe_contraLastSG,equipe_contraAvgMov5SG,equipe_contraAvgMov10SG,equipe_contraAvgA,equipe_contraLastA,equipe_contraAvgMov5A,equipe_contraAvgMov10A,equipe_contraAvgV,equipe_contraLastV,equipe_contraAvgMov5V,equipe_contraAvgMov10V,equipe_contraAvgPS,equipe_contraLastPS,equipe_contraAvgMov5PS,equipe_contraAvgMov10PS,equipe_contraAvgPC,equipe_contraLastPC,equipe_contraAvgMov5PC,equipe_contraAvgMov10PC,equipe_contraAvgCV,equipe_contraLastCV,equipe_contraAvgMov5CV,equipe_contraAvgMov10CV,equipe_contraAvgDP,equipe_contraLastDP,equipe_contraAvgMov5DP,equipe_contraAvgMov10DP,equipe_contraAvgPP,equipe_contraLastPP,equipe_contraAvgMov5PP,equipe_contraAvgMov10PP
25,Internacional,57.59,52.6,55.38,60.66,15.12,2.0,13.0,15.1,14.71,12.0,13.2,12.6,5.62,6.0,4.8,5.4,12.5,16.0,15.4,14.4,2.25,3.0,3.0,2.8,3.25,4.0,2.8,3.5,0.54,2.0,0.8,0.7,1.08,2.0,0.8,1.0,2.71,3.0,2.6,3.0,0.83,1.0,0.6,0.7,0.0,0.0,0.0,0.0,1.42,1.0,1.4,1.2,2.21,0.0,3.0,2.5,0.79,2.0,0.4,0.7,0.38,1.0,0.4,0.4,0.12,0.0,0.4,0.3,0.04,0.0,0.0,0.0,0.21,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
26,Internacional,58.88,89.69,58.76,62.43,15.4,22.0,13.2,15.3,14.56,11.0,13.0,12.4,5.56,4.0,5.0,5.1,12.6,15.0,15.8,14.2,2.2,1.0,2.2,2.6,3.24,3.0,3.0,3.3,0.52,0.0,0.8,0.7,1.12,2.0,1.0,1.2,2.76,4.0,2.6,3.0,0.8,0.0,0.6,0.7,0.0,0.0,0.0,0.0,1.4,1.0,1.4,1.1,2.32,5.0,3.0,2.5,0.76,0.0,0.4,0.7,0.4,1.0,0.4,0.5,0.12,0.0,0.2,0.3,0.04,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
27,Internacional,57.8,30.76,52.5,58.79,15.15,9.0,12.4,14.8,14.35,9.0,12.2,11.9,5.35,0.0,4.4,4.2,12.69,15.0,14.8,14.5,2.27,4.0,2.6,2.8,3.12,0.0,2.0,2.9,0.5,0.0,0.6,0.6,1.15,2.0,1.4,1.4,2.81,4.0,3.2,2.9,0.88,3.0,1.2,1.0,0.0,0.0,0.0,0.0,1.5,4.0,1.8,1.5,2.23,0.0,2.0,2.0,0.73,0.0,0.4,0.7,0.38,0.0,0.4,0.5,0.12,0.0,0.2,0.3,0.04,0.0,0.0,0.0,0.19,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
28,Internacional,58.5,76.93,58.13,59.52,15.11,14.0,12.4,14.2,14.33,14.0,12.0,12.2,5.37,6.0,4.4,4.4,12.67,12.0,15.0,14.4,2.22,1.0,2.6,2.7,3.11,3.0,2.2,2.9,0.48,0.0,0.6,0.5,1.15,1.0,1.6,1.3,2.74,1.0,3.0,2.7,0.85,0.0,1.2,0.9,0.0,0.0,0.0,0.0,1.59,4.0,2.0,1.8,2.37,6.0,2.2,2.6,0.74,1.0,0.6,0.6,0.41,1.0,0.6,0.5,0.11,0.0,0.2,0.3,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
29,Internacional,57.63,34.04,56.8,57.79,15.0,12.0,11.8,14.0,14.14,9.0,11.0,12.4,5.25,2.0,3.6,4.0,12.82,17.0,15.0,14.6,2.18,1.0,2.0,2.5,3.07,2.0,2.4,3.0,0.57,3.0,1.0,0.8,1.14,1.0,1.6,1.2,2.68,1.0,2.6,2.6,1.07,7.0,2.2,1.4,0.04,1.0,0.2,0.1,1.54,0.0,2.0,1.6,2.29,0.0,2.2,2.6,0.71,0.0,0.6,0.5,0.39,0.0,0.6,0.5,0.11,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
30,Internacional,56.93,37.42,53.77,54.57,14.9,12.0,13.8,13.4,14.24,17.0,12.0,12.6,5.31,7.0,3.8,4.3,12.83,13.0,14.4,14.9,2.14,1.0,1.6,2.3,3.14,5.0,2.6,2.7,0.55,0.0,0.6,0.7,1.14,1.0,1.4,1.1,2.69,3.0,2.6,2.6,1.1,2.0,2.4,1.5,0.03,0.0,0.2,0.1,1.52,1.0,2.0,1.7,2.21,0.0,2.2,2.6,0.72,1.0,0.4,0.4,0.38,0.0,0.4,0.4,0.1,0.0,0.0,0.2,0.03,0.0,0.0,0.0,0.24,2.0,0.4,0.4,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
31,Internacional,57.18,64.27,48.68,53.72,14.67,8.0,11.0,12.1,14.3,16.0,13.0,13.0,5.27,4.0,3.8,4.4,12.7,9.0,13.2,14.5,2.23,5.0,2.4,2.3,3.13,3.0,2.6,2.8,0.53,0.0,0.6,0.7,1.23,4.0,1.8,1.4,2.8,6.0,3.0,2.8,1.17,3.0,3.0,1.8,0.03,0.0,0.2,0.1,1.5,1.0,2.0,1.7,2.13,0.0,1.2,2.1,0.73,1.0,0.6,0.5,0.4,1.0,0.4,0.4,0.17,2.0,0.4,0.3,0.1,2.0,0.4,0.2,0.23,0.0,0.4,0.4,0.03,1.0,0.2,0.1,0.03,0.0,0.0,0.0
32,Internacional,56.47,35.13,49.56,51.03,14.58,12.0,11.6,12.0,14.29,14.0,14.0,13.1,5.29,6.0,5.0,4.7,12.74,14.0,13.0,13.9,2.23,2.0,2.0,2.3,3.1,2.0,3.0,2.5,0.52,0.0,0.6,0.6,1.23,1.0,1.6,1.5,2.81,3.0,2.8,3.0,1.16,1.0,2.6,1.9,0.03,0.0,0.2,0.1,1.52,2.0,1.6,1.7,2.06,0.0,1.2,1.6,0.71,0.0,0.6,0.5,0.39,0.0,0.4,0.4,0.16,0.0,0.4,0.3,0.1,0.0,0.4,0.2,0.23,0.0,0.4,0.4,0.03,0.0,0.2,0.1,0.03,0.0,0.0,0.0
33,Internacional,56.0,41.56,42.48,50.31,14.41,9.0,10.6,11.5,14.12,9.0,13.0,12.5,5.38,8.0,5.4,4.9,12.59,8.0,12.2,13.6,2.22,2.0,2.2,2.4,3.12,4.0,3.2,2.7,0.59,3.0,1.2,0.9,1.22,1.0,1.6,1.6,2.75,1.0,2.8,2.9,1.19,2.0,3.0,2.1,0.03,0.0,0.2,0.1,1.53,2.0,1.2,1.6,2.0,0.0,0.0,1.1,0.69,0.0,0.4,0.5,0.38,0.0,0.2,0.4,0.19,1.0,0.6,0.4,0.09,0.0,0.4,0.2,0.22,0.0,0.4,0.2,0.03,0.0,0.2,0.1,0.03,0.0,0.0,0.0
1,Palmeiras,50.51,50.51,50.51,50.51,18.0,18.0,18.0,18.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,7.0,20.0,20.0,20.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Palmeiras,50.51,50.51,50.51,50.51,18.0,18.0,18.0,18.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,7.0,20.0,20.0,20.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Palmeiras,48.54,46.58,48.54,48.54,16.0,14.0,16.0,16.0,15.0,19.0,15.0,15.0,5.0,3.0,5.0,5.0,17.0,14.0,17.0,17.0,3.5,4.0,3.5,3.5,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,1.5,5.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Palmeiras,40.58,24.65,40.58,40.58,14.67,12.0,14.67,14.67,15.0,15.0,15.0,15.0,4.33,3.0,4.33,4.33,17.33,18.0,17.33,17.33,3.33,3.0,3.33,3.33,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.67,4.0,4.67,4.67,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Palmeiras,40.72,41.13,40.72,40.72,16.75,23.0,16.75,16.75,14.5,13.0,14.5,14.5,4.75,6.0,4.75,4.75,20.25,29.0,20.25,20.25,3.0,2.0,3.0,3.0,2.5,4.0,2.5,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,4.25,3.0,4.25,4.25,2.75,5.0,2.75,2.75,0.25,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Palmeiras,39.01,32.18,39.01,39.01,16.0,13.0,16.0,16.0,14.0,12.0,14.0,14.0,4.0,1.0,4.0,4.0,18.0,9.0,18.0,18.0,3.2,4.0,3.2,3.2,2.2,1.0,2.2,2.2,0.0,0.0,0.0,0.0,0.8,1.0,0.8,0.8,4.8,7.0,4.8,4.8,3.0,4.0,3.0,3.0,0.2,0.0,0.2,0.2,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Palmeiras,39.4,41.35,37.18,39.4,15.83,15.0,15.4,15.83,14.83,19.0,15.6,14.83,3.83,3.0,3.2,3.83,16.67,10.0,16.0,16.67,3.33,4.0,3.4,3.33,2.17,2.0,2.0,2.17,0.17,1.0,0.2,0.17,0.83,1.0,0.8,0.83,4.83,5.0,5.0,4.83,2.67,1.0,2.8,2.67,0.17,0.0,0.2,0.17,1.0,2.0,0.8,1.0,0.0,0.0,0.0,0.0,0.67,1.0,0.6,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Palmeiras,44.52,75.27,42.92,44.52,16.71,22.0,17.0,16.71,14.86,15.0,14.8,14.86,4.14,6.0,3.8,4.14,15.57,9.0,15.0,15.57,3.29,3.0,3.2,3.29,2.43,4.0,2.6,2.43,0.14,0.0,0.2,0.14,0.71,0.0,0.4,0.71,4.29,1.0,4.0,4.29,2.29,0.0,2.4,2.29,0.14,0.0,0.2,0.14,0.86,0.0,0.8,0.86,1.0,7.0,1.4,1.0,0.57,0.0,0.4,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Palmeiras,43.69,37.85,45.56,43.69,17.12,20.0,18.6,17.12,16.38,27.0,17.2,16.38,4.12,4.0,4.0,4.12,15.38,14.0,14.2,15.38,3.25,3.0,3.2,3.25,2.5,3.0,2.8,2.5,0.12,0.0,0.2,0.12,0.75,1.0,0.6,0.75,3.88,1.0,3.4,3.88,2.12,1.0,2.2,2.12,0.12,0.0,0.2,0.12,0.75,0.0,0.6,0.75,0.88,0.0,1.4,0.88,0.5,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Palmeiras,43.07,38.07,44.94,43.07,16.67,13.0,16.6,16.67,16.11,14.0,17.4,16.11,4.0,3.0,3.4,4.0,15.33,15.0,11.4,15.33,3.44,5.0,3.8,3.44,2.56,3.0,2.6,2.56,0.11,0.0,0.2,0.11,0.78,1.0,0.8,0.78,4.0,5.0,3.8,4.0,2.22,3.0,1.8,2.22,0.11,0.0,0.0,0.11,0.67,0.0,0.4,0.67,0.78,0.0,1.4,0.78,0.56,1.0,0.6,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.11,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Palmeiras,41.67,29.13,44.33,41.67,16.1,11.0,16.2,16.1,16.0,15.0,18.0,16.0,4.2,6.0,4.4,4.2,15.4,16.0,12.8,15.4,3.3,2.0,3.4,3.3,2.9,6.0,3.6,2.9,0.2,1.0,0.4,0.2,0.7,0.0,0.6,0.7,3.8,2.0,2.8,3.8,2.2,2.0,1.4,2.2,0.1,0.0,0.0,0.1,0.6,0.0,0.4,0.6,0.7,0.0,1.4,0.7,0.5,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Palmeiras,44.47,72.47,50.56,43.87,16.27,18.0,16.8,16.1,16.18,18.0,17.8,16.7,4.0,2.0,4.2,3.7,15.45,16.0,14.0,15.0,3.27,3.0,3.2,3.3,2.82,2.0,3.6,2.8,0.18,0.0,0.2,0.2,0.73,1.0,0.6,0.7,3.73,3.0,2.4,3.7,2.0,0.0,1.2,2.0,0.09,0.0,0.0,0.1,1.09,6.0,1.2,1.0,1.18,6.0,2.6,1.3,0.45,0.0,0.2,0.4,0.09,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.27,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Palmeiras,46.67,70.82,49.67,46.29,16.08,14.0,15.2,16.1,15.92,13.0,17.4,16.1,3.92,3.0,3.6,3.7,15.58,17.0,15.6,15.3,3.25,3.0,3.2,3.2,2.67,1.0,3.0,2.8,0.17,0.0,0.2,0.2,0.75,1.0,0.8,0.6,3.83,5.0,3.2,3.6,1.83,0.0,1.2,1.8,0.08,0.0,0.0,0.1,1.0,0.0,1.2,1.0,1.58,6.0,2.4,1.9,0.42,0.0,0.2,0.3,0.17,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.2,0.25,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Palmeiras,47.91,62.84,54.67,50.11,15.92,14.0,14.0,16.3,16.15,19.0,15.8,16.5,4.92,17.0,6.2,5.1,15.0,8.0,14.4,14.3,3.31,4.0,3.4,3.3,2.85,5.0,3.4,3.1,0.15,0.0,0.2,0.2,0.85,2.0,1.0,0.8,3.69,2.0,3.4,3.4,1.85,2.0,1.4,1.8,0.08,0.0,0.0,0.1,1.0,1.0,1.4,1.0,1.46,0.0,2.4,1.9,0.46,1.0,0.4,0.4,0.15,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.23,1.0,0.4,0.3,0.23,0.0,0.2,0.2,0.08,1.0,0.2,0.1,0.0,0.0,0.0,0.0
15,Palmeiras,46.9,33.71,53.79,49.37,15.36,8.0,13.0,14.8,16.07,15.0,16.0,16.7,4.93,5.0,6.6,5.0,14.86,13.0,14.0,12.7,3.29,3.0,3.0,3.4,2.86,3.0,3.4,3.0,0.14,0.0,0.2,0.2,0.86,1.0,1.0,0.9,3.64,3.0,3.0,3.4,1.79,1.0,1.0,1.4,0.07,0.0,0.0,0.0,1.14,3.0,2.0,1.2,1.36,0.0,2.4,1.9,0.5,1.0,0.4,0.5,0.14,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.4,0.3,0.21,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0
16,Palmeiras,48.56,71.78,62.32,53.33,15.6,19.0,14.6,15.4,16.2,18.0,16.6,17.3,4.87,4.0,6.2,5.3,14.73,13.0,13.4,13.1,3.13,1.0,2.8,3.1,2.93,4.0,3.0,3.3,0.13,0.0,0.0,0.2,0.8,0.0,1.0,0.8,3.73,5.0,3.6,3.2,1.67,0.0,0.6,1.0,0.07,0.0,0.0,0.0,1.13,1.0,2.2,1.3,1.67,6.0,3.6,2.5,0.47,0.0,0.4,0.4,0.13,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0
17,Palmeiras,46.61,17.35,51.3,50.93,14.94,5.0,12.0,14.4,16.94,28.0,18.6,18.2,4.75,3.0,6.4,5.3,14.81,16.0,13.4,13.7,3.31,6.0,3.4,3.3,3.06,5.0,3.6,3.6,0.12,0.0,0.0,0.1,0.81,1.0,1.0,0.8,3.69,3.0,3.6,3.0,1.75,3.0,1.2,1.2,0.06,0.0,0.0,0.0,1.12,1.0,1.2,1.2,1.56,0.0,2.4,2.5,0.44,0.0,0.4,0.3,0.12,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.4,0.2,0.19,0.0,0.0,0.1,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0
18,Palmeiras,45.92,34.91,44.12,46.89,14.82,13.0,11.8,13.5,16.71,13.0,18.6,18.0,4.71,4.0,6.6,5.1,14.53,10.0,12.0,13.8,3.24,2.0,3.2,3.2,3.24,6.0,4.6,3.8,0.12,0.0,0.0,0.1,0.82,1.0,1.0,0.9,3.65,3.0,3.2,3.2,1.88,4.0,2.0,1.6,0.06,0.0,0.0,0.0,1.12,1.0,1.4,1.3,1.47,0.0,1.2,1.8,0.41,0.0,0.4,0.3,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.2,0.18,0.0,0.0,0.1,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0
19,Palmeiras,45.7,41.91,39.93,47.3,14.61,11.0,11.2,12.6,16.78,18.0,18.4,17.1,4.61,3.0,3.8,5.0,14.83,20.0,14.4,14.4,3.28,4.0,3.2,3.3,3.22,3.0,4.2,3.8,0.11,0.0,0.0,0.1,0.89,2.0,1.0,1.0,3.72,5.0,3.8,3.6,1.83,1.0,1.8,1.6,0.06,0.0,0.0,0.0,1.22,3.0,1.8,1.6,1.39,0.0,1.2,1.8,0.39,0.0,0.2,0.3,0.17,1.0,0.2,0.3,0.06,1.0,0.2,0.1,0.17,0.0,0.0,0.2,0.22,1.0,0.2,0.2,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0
20,Palmeiras,44.48,22.69,37.73,45.76,14.47,12.0,12.0,12.5,17.26,26.0,20.6,18.3,4.63,5.0,3.8,5.2,14.74,13.0,14.4,14.2,3.26,3.0,3.2,3.1,3.26,4.0,4.4,3.9,0.11,0.0,0.0,0.1,0.84,0.0,0.8,0.9,3.68,3.0,3.8,3.4,1.79,1.0,1.8,1.4,0.05,0.0,0.0,0.0,1.21,1.0,1.4,1.7,1.32,0.0,1.2,1.8,0.37,0.0,0.0,0.2,0.16,0.0,0.2,0.3,0.05,0.0,0.2,0.1,0.16,0.0,0.0,0.2,0.21,0.0,0.2,0.2,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0
21,Palmeiras,43.65,27.82,28.94,45.63,14.4,13.0,10.8,12.7,17.25,17.0,20.4,18.5,4.7,6.0,4.2,5.2,14.9,18.0,15.4,14.4,3.2,2.0,3.4,3.1,3.2,2.0,4.0,3.5,0.1,0.0,0.0,0.0,0.8,0.0,0.8,0.9,3.65,3.0,3.4,3.5,1.8,2.0,2.2,1.4,0.05,0.0,0.0,0.0,1.25,2.0,1.6,1.9,1.25,0.0,0.0,1.8,0.35,0.0,0.0,0.2,0.15,0.0,0.2,0.3,0.05,0.0,0.2,0.1,0.15,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0
22,Palmeiras,42.84,26.62,30.79,41.04,14.24,11.0,12.0,12.0,17.1,14.0,17.6,18.1,4.57,2.0,4.0,5.2,15.1,19.0,16.0,14.7,3.19,3.0,2.8,3.1,3.14,2.0,3.4,3.5,0.1,0.0,0.0,0.0,0.76,0.0,0.6,0.8,3.76,6.0,4.0,3.8,1.76,1.0,1.8,1.5,0.05,0.0,0.0,0.0,1.24,1.0,1.6,1.4,1.19,0.0,0.0,1.2,0.33,0.0,0.0,0.2,0.14,0.0,0.2,0.2,0.05,0.0,0.2,0.1,0.14,0.0,0.0,0.2,0.19,0.0,0.2,0.1,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0
23,Palmeiras,43.8,64.04,36.62,40.37,14.32,16.0,12.6,12.2,16.91,13.0,17.6,18.1,4.55,4.0,4.0,5.3,15.14,16.0,17.2,14.6,3.09,1.0,2.6,2.9,3.09,2.0,2.6,3.6,0.09,0.0,0.0,0.0,0.73,0.0,0.4,0.7,3.77,4.0,4.2,3.7,1.68,0.0,1.0,1.5,0.05,0.0,0.0,0.0,1.27,2.0,1.8,1.6,1.41,6.0,1.2,1.2,0.32,0.0,0.0,0.2,0.14,0.0,0.2,0.1,0.05,0.0,0.2,0.1,0.14,0.0,0.0,0.1,0.23,1.0,0.4,0.2,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0
24,Palmeiras,42.63,16.8,31.59,35.76,14.09,9.0,12.2,11.7,17.0,19.0,17.8,18.1,4.48,3.0,4.0,3.9,15.0,12.0,15.6,15.0,3.0,1.0,2.0,2.6,3.04,2.0,2.4,3.3,0.09,0.0,0.0,0.0,0.7,0.0,0.0,0.5,3.83,5.0,4.2,4.0,1.65,1.0,1.0,1.4,0.04,0.0,0.0,0.0,1.43,5.0,2.2,2.0,1.35,0.0,1.2,1.2,0.3,0.0,0.0,0.1,0.13,0.0,0.0,0.1,0.04,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.26,1.0,0.4,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Palmeiras,43.62,66.45,40.35,39.04,13.96,11.0,12.0,12.0,16.92,15.0,15.6,18.1,4.46,4.0,3.8,3.8,14.96,14.0,15.8,15.1,3.0,3.0,2.0,2.6,2.96,1.0,1.8,3.1,0.08,0.0,0.0,0.0,0.71,1.0,0.2,0.5,3.79,3.0,4.2,4.0,1.58,0.0,0.8,1.3,0.04,0.0,0.0,0.0,1.42,1.0,2.2,1.8,1.54,6.0,2.4,1.8,0.33,1.0,0.2,0.1,0.17,1.0,0.2,0.2,0.04,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.29,1.0,0.6,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Palmeiras,44.64,68.96,48.57,38.76,14.12,18.0,13.0,11.9,16.8,14.0,15.0,17.7,4.64,9.0,4.4,4.3,15.12,19.0,16.0,15.7,3.04,4.0,2.4,2.9,3.08,6.0,2.6,3.3,0.12,1.0,0.2,0.1,0.76,2.0,0.6,0.7,3.72,2.0,4.0,3.7,1.56,1.0,0.6,1.4,0.04,0.0,0.0,0.0,1.36,0.0,1.8,1.7,1.48,0.0,2.4,1.2,0.36,1.0,0.4,0.2,0.2,1.0,0.4,0.3,0.04,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.28,0.0,0.6,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Palmeiras,45.0,54.24,54.1,42.44,13.92,9.0,12.6,12.3,16.58,11.0,14.4,16.0,4.5,1.0,4.2,4.1,14.77,6.0,13.4,14.7,3.04,3.0,2.4,2.6,3.27,8.0,3.8,3.6,0.12,0.0,0.2,0.1,0.81,2.0,1.0,0.8,3.81,6.0,4.0,4.0,1.54,1.0,0.6,1.2,0.04,0.0,0.0,0.0,1.35,1.0,1.8,1.7,1.42,0.0,2.4,1.2,0.42,2.0,0.8,0.4,0.23,1.0,0.6,0.4,0.04,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.27,0.0,0.6,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Palmeiras,46.84,94.6,60.21,48.41,13.81,11.0,11.6,12.1,16.67,19.0,15.6,16.6,4.56,6.0,4.6,4.3,14.78,15.0,13.2,15.2,3.04,3.0,2.8,2.7,3.19,1.0,3.6,3.1,0.15,1.0,0.4,0.2,0.85,2.0,1.4,0.9,3.81,4.0,4.0,4.1,1.48,0.0,0.6,0.8,0.04,0.0,0.0,0.0,1.37,2.0,1.8,1.8,1.63,7.0,2.6,1.9,0.48,2.0,1.2,0.6,0.26,1.0,0.8,0.5,0.04,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.26,0.0,0.4,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
