rodada,equipe,equipe_proAvgpontuacao,equipe_proLastpontuacao,equipe_proAvgMov5pontuacao,equipe_proAvgMov10pontuacao,equipe_proAvgDS,equipe_proLastDS,equipe_proAvgMov5DS,equipe_proAvgMov10DS,equipe_proAvgFC,equipe_proLastFC,equipe_proAvgMov5FC,equipe_proAvgMov10FC,equipe_proAvgFF,equipe_proLastFF,equipe_proAvgMov5FF,equipe_proAvgMov10FF,equipe_proAvgFS,equipe_proLastFS,equipe_proAvgMov5FS,equipe_proAvgMov10FS,equipe_proAvgCA,equipe_proLastCA,equipe_proAvgMov5CA,equipe_proAvgMov10CA,equipe_proAvgFD,equipe_proLastFD,equipe_proAvgMov5FD,equipe_proAvgMov10FD,equipe_proAvgFT,equipe_proLastFT,equipe_proAvgMov5FT,equipe_proAvgMov10FT,equipe_proAvgG,equipe_proLastG,equipe_proAvgMov5G,equipe_proAvgMov10G,equipe_proAvgDE,equipe_proLastDE,equipe_proAvgMov5DE,equipe_proAvgMov10DE,equipe_proAvgGS,equipe_proLastGS,equipe_proAvgMov5GS,equipe_proAvgMov10GS,equipe_proAvgGC,equipe_proLastGC,equipe_proAvgMov5GC,equipe_proAvgMov10GC,equipe_proAvgI,equipe_proLastI,equipe_proAvgMov5I,equipe_proAvgMov10I,equipe_proAvgSG,equipe_proLastSG,equipe_proAvgMov5SG,equipe_proAvgMov10SG,equipe_proAvgA,equipe_proLastA,equipe_proAvgMov5A,equipe_proAvgMov10A,equipe_proAvgV,equipe_proLastV,equipe_proAvgMov5V,equipe_proAvgMov10V,equipe_proAvgPS,equipe_proLastPS,equipe_proAvgMov5PS,equipe_proAvgMov10PS,equipe_proAvgPC,equipe_proLastPC,equipe_proAvgMov5PC,equipe_proAvgMov10PC,equipe_proAvgCV,equipe_proLastCV,equipe_proAvgMov5CV,equipe_proAvgMov10CV,equipe_proAvgDP,equipe_proLastDP,equipe_proAvgMov5DP,equipe_proAvgMov10DP,equipe_proAvgPP,equipe_proLastPP,equipe_proAvgMov5PP,equipe_proAvgMov10PP
2,Internacional,54.65,54.65,54.65,54.65,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Internacional,63.55,72.45,63.55,63.55,21.5,26.0,21.5,21.5,13.0,14.0,13.0,13.0,5.5,6.0,5.5,5.5,14.0,13.0,14.0,14.0,2.0,3.0,2.0,2.0,3.5,2.0,3.5,3.5,0.0,0.0,0.0,0.0,1.5,2.0,1.5,1.5,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,1.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Internacional,65.39,69.07,65.39,65.39,18.33,12.0,18.33,18.33,14.0,16.0,14.0,14.0,5.33,5.0,5.33,5.33,12.33,9.0,12.33,12.33,2.67,4.0,2.67,2.67,4.67,7.0,4.67,4.67,0.0,0.0,0.0,0.0,1.33,1.0,1.33,1.33,3.33,2.0,3.33,3.33,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.67,1.0,1.67,1.67,2.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Internacional,61.18,48.55,61.18,61.18,20.25,26.0,20.25,20.25,12.5,8.0,12.5,12.5,5.0,4.0,5.0,5.0,12.75,14.0,12.75,12.75,3.0,4.0,3.0,3.0,4.5,4.0,4.5,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.75,1.0,2.75,2.75,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.5,0.0,1.5,1.5,0.75,0.0,0.75,0.75,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.0,0.0,0.0,0.0
6,Internacional,54.11,25.85,54.11,54.11,18.0,9.0,18.0,18.0,12.2,11.0,12.2,12.2,5.0,5.0,5.0,5.0,12.2,10.0,12.2,12.2,2.8,2.0,2.8,2.8,4.0,2.0,4.0,4.0,0.4,2.0,0.4,0.4,0.8,0.0,0.8,0.8,2.8,3.0,2.8,2.8,1.2,2.0,1.2,1.2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.2,0.0,1.2,1.2,0.6,0.0,0.6,0.6,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0
7,Internacional,51.31,37.31,50.65,51.31,18.5,21.0,18.8,18.5,11.5,8.0,11.4,11.5,4.33,1.0,4.2,4.33,12.17,12.0,11.6,12.17,2.83,3.0,3.2,2.83,4.0,4.0,3.8,4.0,0.5,1.0,0.6,0.5,0.67,0.0,0.6,0.67,2.67,2.0,2.2,2.67,1.33,2.0,1.4,1.33,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.2,1.0,0.5,0.0,0.4,0.5,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0
8,Internacional,51.07,49.64,46.08,51.07,18.0,15.0,16.6,18.0,12.0,15.0,11.6,12.0,5.14,10.0,5.0,5.14,12.0,11.0,11.2,12.0,2.57,1.0,2.8,2.57,3.86,3.0,4.0,3.86,0.57,1.0,0.8,0.57,0.71,1.0,0.4,0.71,2.71,3.0,2.2,2.71,1.57,3.0,1.8,1.57,0.0,0.0,0.0,0.0,1.86,1.0,1.8,1.86,0.86,0.0,1.2,0.86,0.57,1.0,0.2,0.57,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0
9,Internacional,55.45,86.09,49.49,55.45,17.75,16.0,17.4,17.75,11.75,10.0,10.4,11.75,4.75,2.0,4.4,4.75,12.12,13.0,12.0,12.12,2.38,1.0,2.2,2.38,3.38,0.0,2.6,3.38,0.5,0.0,0.8,0.5,0.88,2.0,0.6,0.88,2.88,4.0,2.6,2.88,1.38,0.0,1.8,1.38,0.0,0.0,0.0,0.0,2.0,3.0,2.2,2.0,1.5,6.0,1.2,1.5,0.62,1.0,0.4,0.62,0.38,1.0,0.2,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0
10,Internacional,53.81,40.69,47.92,53.81,17.22,13.0,14.8,17.22,11.78,12.0,11.2,11.78,4.56,3.0,4.2,4.56,12.67,17.0,12.6,12.67,2.56,4.0,2.2,2.56,3.22,2.0,2.2,3.22,0.44,0.0,0.8,0.44,0.89,1.0,0.8,0.89,3.0,4.0,3.2,3.0,1.33,1.0,1.6,1.33,0.0,0.0,0.0,0.0,1.78,0.0,1.6,1.78,1.33,0.0,1.2,1.33,0.67,1.0,0.6,0.67,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0
11,Internacional,53.14,47.15,52.18,53.14,16.2,7.0,14.4,16.2,11.9,13.0,11.6,11.9,4.8,7.0,4.6,4.8,13.4,20.0,14.6,13.4,2.5,2.0,2.2,2.5,3.0,1.0,2.0,3.0,0.4,0.0,0.4,0.4,1.0,2.0,1.2,1.0,3.0,3.0,3.2,3.0,1.3,1.0,1.4,1.3,0.0,0.0,0.0,0.0,1.6,0.0,1.2,1.6,1.2,0.0,1.2,1.2,0.7,1.0,0.8,0.7,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
12,Internacional,53.98,62.31,57.18,53.91,15.36,7.0,11.6,15.2,12.09,14.0,12.8,12.1,4.36,0.0,4.4,4.3,14.18,22.0,16.6,14.1,2.64,4.0,2.4,2.8,3.0,3.0,1.8,2.8,0.36,0.0,0.2,0.4,1.0,1.0,1.4,1.0,3.0,3.0,3.4,2.8,1.18,0.0,1.0,1.2,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,1.64,6.0,2.4,1.8,0.64,0.0,0.8,0.6,0.45,1.0,0.6,0.5,0.09,1.0,0.2,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0
13,Internacional,54.17,56.31,58.51,52.3,14.92,10.0,10.6,13.6,11.58,6.0,11.0,11.3,4.17,2.0,2.8,3.9,15.0,24.0,19.2,15.2,2.5,1.0,2.4,2.6,2.75,0.0,1.2,2.6,0.33,0.0,0.0,0.4,1.08,2.0,1.6,1.0,3.0,3.0,3.4,2.8,1.17,1.0,0.6,1.2,0.0,0.0,0.0,0.0,1.92,1.0,2.0,1.9,1.5,0.0,2.4,1.8,0.75,2.0,1.0,0.6,0.5,1.0,0.8,0.5,0.08,0.0,0.2,0.1,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
14,Internacional,54.59,59.56,53.2,51.35,14.92,15.0,10.4,13.9,11.62,12.0,11.4,10.9,4.54,9.0,4.2,4.3,15.0,15.0,19.6,15.8,2.77,6.0,3.4,2.8,2.77,3.0,1.8,2.2,0.31,0.0,0.0,0.4,1.0,0.0,1.2,0.9,3.0,3.0,3.2,2.9,1.08,0.0,0.6,1.2,0.0,0.0,0.0,0.0,1.85,1.0,1.6,1.9,1.77,5.0,2.2,1.7,0.69,0.0,0.8,0.6,0.46,0.0,0.6,0.4,0.08,0.0,0.2,0.1,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
15,Internacional,51.97,18.0,48.67,48.29,14.57,10.0,9.8,12.3,11.79,14.0,11.8,11.5,4.5,4.0,4.4,4.3,14.86,13.0,18.8,15.7,2.79,3.0,3.2,2.7,2.57,0.0,1.4,1.8,0.29,0.0,0.0,0.4,0.93,0.0,1.0,0.9,3.07,4.0,3.2,3.2,1.14,2.0,0.8,1.2,0.0,0.0,0.0,0.0,1.71,0.0,1.6,1.6,1.64,0.0,2.2,1.7,0.64,0.0,0.6,0.6,0.43,0.0,0.6,0.4,0.07,0.0,0.2,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Internacional,53.29,71.78,53.59,52.88,14.87,19.0,12.2,13.3,12.2,18.0,12.8,12.2,4.47,4.0,3.8,4.2,14.73,13.0,17.4,16.0,2.67,1.0,3.0,2.6,2.67,4.0,2.0,2.0,0.27,0.0,0.0,0.2,0.87,0.0,0.6,0.9,3.2,5.0,3.6,3.4,1.07,0.0,0.6,1.0,0.0,0.0,0.0,0.0,1.67,1.0,1.8,1.5,1.93,6.0,3.4,2.3,0.6,0.0,0.4,0.6,0.4,0.0,0.4,0.4,0.07,0.0,0.2,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Internacional,54.66,75.16,56.16,56.67,15.5,25.0,15.8,13.7,12.31,14.0,12.8,12.8,4.31,2.0,4.2,4.3,14.69,14.0,15.8,16.2,2.62,2.0,2.6,2.5,2.75,4.0,2.2,2.0,0.31,1.0,0.2,0.2,0.81,0.0,0.4,0.9,3.25,4.0,3.8,3.6,1.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,1.75,3.0,1.2,1.6,2.12,5.0,3.2,2.8,0.56,0.0,0.4,0.6,0.38,0.0,0.2,0.4,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Internacional,53.55,35.78,52.06,55.28,15.35,13.0,16.4,13.5,12.41,14.0,14.4,12.7,4.35,5.0,4.8,3.8,14.41,10.0,13.0,16.1,2.65,3.0,3.0,2.7,2.76,3.0,2.8,2.0,0.41,2.0,0.6,0.3,0.82,1.0,0.2,0.9,3.24,3.0,3.8,3.6,1.06,2.0,0.8,0.7,0.0,0.0,0.0,0.0,1.76,2.0,1.4,1.7,2.0,0.0,3.2,2.8,0.53,0.0,0.0,0.5,0.35,0.0,0.0,0.4,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.06,1.0,0.2,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Internacional,52.59,36.22,47.39,50.3,15.11,11.0,15.6,13.0,12.67,17.0,15.4,13.4,4.33,4.0,3.8,4.0,14.0,7.0,11.4,15.5,2.67,3.0,2.4,2.9,2.72,2.0,2.6,2.2,0.44,1.0,0.8,0.4,0.89,2.0,0.6,0.9,3.11,1.0,3.4,3.3,1.11,2.0,1.2,0.9,0.0,0.0,0.0,0.0,1.67,0.0,1.2,1.4,1.89,0.0,2.2,2.2,0.56,1.0,0.2,0.5,0.33,0.0,0.0,0.3,0.06,0.0,0.0,0.1,0.11,1.0,0.2,0.1,0.11,1.0,0.4,0.2,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Internacional,51.65,34.8,50.75,49.71,14.89,11.0,15.8,12.8,12.53,10.0,14.6,13.2,4.37,5.0,4.0,4.2,14.05,15.0,11.8,15.3,2.68,3.0,2.4,2.8,2.74,3.0,3.2,2.3,0.42,0.0,0.8,0.4,0.89,1.0,0.8,0.9,3.37,8.0,4.2,3.7,1.21,3.0,1.4,1.1,0.05,1.0,0.2,0.1,1.79,4.0,2.0,1.8,1.79,0.0,2.2,2.2,0.53,0.0,0.2,0.4,0.32,0.0,0.0,0.3,0.05,0.0,0.0,0.1,0.11,0.0,0.2,0.1,0.11,0.0,0.4,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Internacional,51.05,39.71,44.33,48.96,15.05,18.0,15.6,13.9,12.5,12.0,13.4,13.1,4.6,9.0,5.0,4.4,13.9,11.0,11.4,14.4,2.75,4.0,3.0,3.0,2.8,4.0,3.2,2.6,0.5,2.0,1.2,0.6,0.85,0.0,0.8,0.7,3.25,1.0,3.4,3.5,1.2,1.0,1.6,1.1,0.05,0.0,0.2,0.1,1.75,1.0,2.0,1.9,1.7,0.0,1.0,2.2,0.5,0.0,0.2,0.3,0.3,0.0,0.0,0.2,0.05,0.0,0.0,0.1,0.15,1.0,0.4,0.2,0.1,0.0,0.4,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Internacional,51.53,61.11,41.52,48.84,15.19,18.0,14.2,15.0,12.86,20.0,14.6,13.7,4.48,2.0,5.0,4.6,13.81,12.0,11.0,13.4,2.76,3.0,3.2,2.9,2.71,1.0,2.6,2.4,0.48,0.0,1.0,0.6,0.81,0.0,0.8,0.6,3.33,5.0,3.6,3.7,1.14,0.0,1.6,1.1,0.05,0.0,0.2,0.1,1.81,3.0,2.0,1.6,1.9,6.0,1.2,2.2,0.48,0.0,0.2,0.3,0.29,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.14,0.0,0.4,0.2,0.1,0.0,0.4,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Internacional,51.18,43.85,43.14,47.6,14.86,8.0,13.2,14.8,12.86,13.0,14.4,14.4,4.55,6.0,5.2,5.0,13.77,13.0,11.6,12.3,2.77,3.0,3.2,3.1,2.68,2.0,2.4,2.6,0.45,0.0,0.6,0.6,0.77,0.0,0.6,0.4,3.27,2.0,3.4,3.6,1.09,0.0,1.2,1.0,0.05,0.0,0.2,0.1,1.82,2.0,2.0,1.7,2.05,5.0,2.2,2.7,0.45,0.0,0.2,0.1,0.27,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.0,0.4,0.2,0.14,1.0,0.4,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Internacional,51.09,49.0,45.69,46.54,15.0,18.0,14.6,15.1,13.04,17.0,14.4,14.9,4.48,3.0,5.0,4.4,13.74,13.0,12.8,12.1,2.87,5.0,3.6,3.0,2.7,3.0,2.6,2.6,0.43,0.0,0.4,0.6,0.83,2.0,0.6,0.6,3.17,1.0,3.4,3.4,1.09,1.0,1.0,1.1,0.04,0.0,0.2,0.1,1.74,0.0,2.0,1.6,1.96,0.0,2.2,2.2,0.48,1.0,0.2,0.2,0.3,1.0,0.2,0.1,0.04,0.0,0.0,0.0,0.17,1.0,0.4,0.3,0.13,0.0,0.2,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Internacional,50.87,45.82,47.9,49.32,15.17,19.0,16.2,16.0,13.21,17.0,15.8,15.2,4.54,6.0,5.2,4.6,13.67,12.0,12.2,12.0,2.96,5.0,4.0,3.2,2.71,3.0,2.6,2.9,0.42,0.0,0.4,0.6,0.83,1.0,0.6,0.7,3.21,4.0,2.6,3.4,1.12,2.0,0.8,1.1,0.04,0.0,0.0,0.1,1.71,1.0,1.4,1.7,1.88,0.0,2.2,2.2,0.5,1.0,0.4,0.3,0.29,0.0,0.2,0.1,0.04,0.0,0.0,0.0,0.17,0.0,0.4,0.3,0.12,0.0,0.2,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Internacional,49.98,28.58,45.67,45.0,15.2,16.0,15.8,15.7,13.36,17.0,16.8,15.1,4.6,6.0,4.6,4.8,13.56,11.0,12.2,11.8,2.88,1.0,3.4,3.2,2.76,4.0,2.6,2.9,0.4,0.0,0.0,0.6,0.8,0.0,0.6,0.7,3.2,3.0,3.0,3.2,1.16,2.0,1.0,1.3,0.04,0.0,0.0,0.1,1.64,0.0,1.2,1.6,1.8,0.0,2.2,1.6,0.48,0.0,0.4,0.3,0.28,0.0,0.2,0.1,0.04,0.0,0.0,0.0,0.16,0.0,0.2,0.3,0.16,1.0,0.4,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Internacional,50.24,56.75,44.8,43.16,15.08,12.0,14.6,14.4,13.42,15.0,15.8,15.2,4.73,8.0,5.8,5.4,13.38,9.0,11.6,11.3,3.0,6.0,4.0,3.6,2.81,4.0,3.2,2.9,0.38,0.0,0.0,0.5,0.88,3.0,1.2,1.0,3.08,0.0,2.0,2.8,1.19,2.0,1.4,1.5,0.04,0.0,0.0,0.1,1.77,5.0,1.6,1.8,1.73,0.0,1.0,1.1,0.54,2.0,0.8,0.5,0.31,1.0,0.4,0.2,0.04,0.0,0.0,0.0,0.15,0.0,0.2,0.3,0.15,0.0,0.4,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Internacional,49.4,27.71,41.57,42.36,14.89,10.0,15.0,14.1,13.41,13.0,15.8,15.1,4.81,7.0,6.0,5.6,13.37,13.0,11.6,11.6,2.93,1.0,3.6,3.4,2.74,1.0,3.0,2.7,0.44,2.0,0.4,0.5,0.85,0.0,1.2,0.9,3.07,3.0,2.2,2.8,1.19,1.0,1.6,1.4,0.04,0.0,0.0,0.1,1.7,0.0,1.2,1.6,1.67,0.0,0.0,1.1,0.52,0.0,0.8,0.5,0.3,0.0,0.4,0.2,0.04,0.0,0.0,0.0,0.15,0.0,0.2,0.3,0.19,1.0,0.4,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Internacional,50.8,88.6,49.49,47.59,14.5,4.0,12.2,13.4,13.57,18.0,16.0,15.2,4.75,3.0,6.0,5.5,13.21,9.0,10.8,11.8,2.86,1.0,2.8,3.2,2.68,1.0,2.6,2.6,0.43,0.0,0.4,0.4,1.04,6.0,2.0,1.3,3.04,2.0,2.4,2.9,1.18,1.0,1.6,1.3,0.04,0.0,0.0,0.1,1.71,2.0,1.6,1.8,1.61,0.0,0.0,1.1,0.68,5.0,1.6,0.9,0.32,1.0,0.4,0.3,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.2,0.18,0.0,0.4,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Internacional,50.92,54.24,51.18,49.54,14.41,12.0,10.8,13.5,13.59,14.0,15.4,15.6,4.62,1.0,5.0,5.1,13.34,17.0,11.8,12.0,2.9,4.0,2.6,3.3,2.69,3.0,2.6,2.6,0.41,0.0,0.4,0.4,1.07,2.0,2.2,1.4,3.1,5.0,2.6,2.6,1.17,1.0,1.4,1.1,0.03,0.0,0.0,0.0,1.76,3.0,2.0,1.7,1.55,0.0,0.0,1.1,0.72,2.0,1.8,1.1,0.34,1.0,0.6,0.4,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.2,0.17,0.0,0.4,0.3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Internacional,50.79,47.04,54.87,50.27,14.2,8.0,9.2,12.5,13.5,11.0,14.2,15.5,4.63,5.0,4.8,4.7,13.4,15.0,12.6,12.4,3.0,6.0,3.6,3.5,2.83,7.0,3.2,2.9,0.43,1.0,0.6,0.3,1.13,3.0,2.8,1.7,3.07,2.0,2.4,2.7,1.27,4.0,1.8,1.4,0.03,0.0,0.0,0.0,1.7,0.0,2.0,1.6,1.5,0.0,0.0,1.1,0.73,1.0,2.0,1.2,0.33,0.0,0.6,0.4,0.1,2.0,0.4,0.2,0.2,2.0,0.4,0.3,0.2,1.0,0.4,0.4,0.03,0.0,0.0,0.0,0.03,1.0,0.2,0.1
32,Internacional,50.77,49.96,53.51,49.16,14.13,12.0,9.2,11.9,13.55,15.0,14.2,15.0,4.84,11.0,5.4,5.6,13.39,13.0,13.4,12.5,2.9,0.0,2.4,3.2,2.84,3.0,3.0,3.1,0.45,1.0,0.8,0.4,1.13,1.0,2.4,1.8,3.03,2.0,2.8,2.4,1.26,1.0,1.6,1.5,0.03,0.0,0.0,0.0,1.65,0.0,1.0,1.3,1.45,0.0,0.0,0.5,0.74,1.0,1.8,1.3,0.32,0.0,0.4,0.4,0.1,0.0,0.4,0.2,0.19,0.0,0.4,0.3,0.19,0.0,0.4,0.4,0.03,0.0,0.0,0.0,0.03,0.0,0.2,0.1
33,Internacional,51.12,62.09,60.39,50.98,14.28,19.0,11.0,13.0,13.41,9.0,13.4,14.6,4.81,4.0,4.8,5.4,13.25,9.0,12.6,12.1,2.84,1.0,2.4,3.0,2.78,1.0,3.0,3.0,0.44,0.0,0.4,0.4,1.16,2.0,2.8,2.0,3.06,4.0,3.0,2.6,1.25,1.0,1.6,1.6,0.03,0.0,0.0,0.0,1.59,0.0,1.0,1.1,1.41,0.0,0.0,0.0,0.78,2.0,2.2,1.5,0.34,1.0,0.6,0.5,0.09,0.0,0.4,0.2,0.22,1.0,0.6,0.4,0.19,0.0,0.2,0.3,0.03,0.0,0.0,0.0,0.03,0.0,0.2,0.1
1,Palmeiras,65.05,65.05,65.05,65.05,17.0,17.0,17.0,17.0,23.0,23.0,23.0,23.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Palmeiras,65.05,65.05,65.05,65.05,17.0,17.0,17.0,17.0,23.0,23.0,23.0,23.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Palmeiras,63.78,62.51,63.78,63.78,17.0,17.0,17.0,17.0,19.0,15.0,19.0,19.0,5.0,4.0,5.0,5.0,15.0,18.0,15.0,15.0,2.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,0.5,0.0,0.5,0.5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,2.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Palmeiras,61.51,56.96,61.51,61.51,17.0,17.0,17.0,17.0,19.33,20.0,19.33,19.33,5.67,7.0,5.67,5.67,15.0,15.0,15.0,15.0,2.33,3.0,2.33,2.33,4.67,4.0,4.67,4.67,0.67,1.0,0.67,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.0,1.33,1.33,0.33,1.0,0.33,0.33,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.67,1.0,1.67,1.67,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Palmeiras,72.42,105.18,72.42,72.42,15.75,12.0,15.75,15.75,21.75,29.0,21.75,21.75,5.75,6.0,5.75,5.75,14.5,13.0,14.5,14.5,3.25,6.0,3.25,3.25,4.25,3.0,4.25,4.25,0.5,0.0,0.5,0.5,2.5,4.0,2.5,2.5,2.5,4.0,2.5,2.5,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,1.0,1.0,1.0,1.0,1.5,6.0,1.5,1.5,2.0,3.0,2.0,2.0,0.75,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
