rodada,equipe,partidas_contraAvgpontos_time,partidas_contraLastpontos_time,partidas_contraAvgMov5pontos_time,partidas_contraAvgMov10pontos_time,partidas_contraAvggols_marcados,partidas_contraLastgols_marcados,partidas_contraAvgMov5gols_marcados,partidas_contraAvgMov10gols_marcados,partidas_contraAvggols_sofridos,partidas_contraLastgols_sofridos,partidas_contraAvgMov5gols_sofridos,partidas_contraAvgMov10gols_sofridos,partidas_contraAvgsaldo_gols,partidas_contraLastsaldo_gols,partidas_contraAvgMov5saldo_gols,partidas_contraAvgMov10saldo_gols,partidas_contraAvgclassificacao,partidas_contraLastclassificacao,partidas_contraAvgMov5classificacao,partidas_contraAvgMov10classificacao,partidas_contraAvgSG_Atq,partidas_contraLastSG_Atq,partidas_contraAvgMov5SG_Atq,partidas_contraAvgMov10SG_Atq,partidas_contraAvgSG_def,partidas_contraLastSG_def,partidas_contraAvgMov5SG_def,partidas_contraAvgMov10SG_def,partidas_contraAvgclassificacao_adv,partidas_contraLastclassificacao_adv,partidas_contraAvgMov5classificacao_adv,partidas_contraAvgMov10classificacao_adv
25,América-MG,0.54,1.0,0.6,0.65,0.88,1.0,1.0,1.0,0.96,0.0,0.8,0.7,-0.08,1.0,0.2,0.3,9.75,8.0,8.2,8.9,0.42,0.0,0.4,0.4,0.5,1.0,0.6,0.7,17.0,17.0,17.0,17.0
26,Cuiabá,0.54,0.5,0.6,0.65,0.88,1.0,1.0,1.1,0.96,1.0,0.8,0.8,-0.08,0.0,0.2,0.3,10.16,20.0,9.4,9.0,0.4,0.0,0.4,0.3,0.48,0.0,0.6,0.6,17.0,17.0,17.0,17.0
27,Flamengo,0.54,0.5,0.5,0.6,0.85,0.0,0.4,1.0,0.92,0.0,0.8,0.8,-0.08,0.0,-0.4,0.2,10.15,10.0,11.0,8.2,0.42,1.0,0.6,0.4,0.5,1.0,0.6,0.6,17.0,17.0,17.0,17.0
28,Atlético-MG,0.56,1.0,0.6,0.65,0.89,2.0,0.8,0.9,0.89,0.0,0.8,0.5,0.0,2.0,0.0,0.4,9.96,5.0,11.2,8.0,0.41,0.0,0.4,0.4,0.52,1.0,0.6,0.7,17.0,17.0,17.0,17.0
29,Bahia,0.54,0.0,0.6,0.6,0.86,0.0,0.8,0.9,0.89,1.0,0.4,0.6,-0.04,-1.0,0.4,0.3,9.82,6.0,9.8,8.5,0.43,1.0,0.4,0.4,0.5,0.0,0.6,0.6,17.0,17.0,17.0,17.0
30,Fortaleza,0.52,0.0,0.4,0.5,0.83,0.0,0.6,0.8,0.97,3.0,1.0,0.9,-0.14,-3.0,-0.4,-0.1,10.0,15.0,11.2,9.7,0.45,1.0,0.6,0.5,0.48,0.0,0.4,0.5,17.0,17.0,17.0,17.0
31,São Paulo,0.52,0.5,0.4,0.5,0.83,1.0,0.5,0.78,0.97,0.0,1.0,0.89,-0.14,1.0,-0.5,-0.11,10.03,11.0,9.4,9.4,0.43,0.0,0.6,0.5,0.47,0.0,0.4,0.5,17.0,17.0,17.0,17.0
32,Internacional,0.53,1.0,0.5,0.5,0.83,1.0,0.75,0.56,0.93,0.0,1.0,0.89,-0.1,1.0,-0.25,-0.33,10.0,9.0,9.2,10.1,0.42,0.0,0.4,0.5,0.48,1.0,0.4,0.5,17.0,17.0,17.0,17.0
33,Vasco,0.55,1.0,0.5,0.55,0.87,2.0,0.75,0.78,0.94,1.0,1.25,1.0,-0.06,1.0,-0.5,-0.22,10.06,12.0,10.6,10.9,0.41,0.0,0.4,0.4,0.47,0.0,0.2,0.4,17.0,17.0,17.0,17.0
34,Coritiba,0.55,0.5,0.6,0.6,0.87,,1.0,0.88,0.94,,1.33,0.75,-0.06,,-0.33,0.12,10.24,16.0,12.6,11.2,0.39,0.0,0.2,0.3,0.45,0.0,0.2,0.4,17.0,17.0,17.0,17.0
35,Goiás,0.54,0.5,0.7,0.55,0.87,,1.5,0.86,0.94,,0.5,0.86,-0.06,,1.0,0.0,10.5,19.0,13.4,12.3,0.38,0.0,0.0,0.3,0.44,0.0,0.2,0.3,17.0,17.0,17.0,17.0
36,Athlético-PR,0.54,0.5,0.7,0.55,0.87,,1.5,0.83,0.94,,0.5,0.83,-0.06,,1.0,0.0,10.2,0.0,11.2,10.3,0.37,0.0,0.0,0.3,0.43,0.0,0.2,0.3,16.51,0.0,13.6,15.3
37,Botafogo,0.54,0.5,0.6,0.55,0.87,,2.0,1.0,0.94,,1.0,1.0,-0.06,,1.0,0.0,9.92,0.0,9.4,9.3,0.36,0.0,0.0,0.2,0.42,0.0,0.0,0.2,16.06,0.0,10.2,13.6
38,Palmeiras,0.54,0.5,0.5,0.5,0.87,,,0.75,0.94,,,1.25,-0.06,,,-0.5,9.65,0.0,7.0,8.8,0.35,0.0,0.0,0.2,0.41,0.0,0.0,0.1,15.62,0.0,6.8,11.9
1,Palmeiras,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
2,Bragantino,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
3,Grêmio,0.75,0.5,0.75,0.75,1.5,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,3.5,4.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
4,América-MG,0.83,1.0,0.83,0.83,1.67,2.0,1.67,1.67,1.0,1.0,1.0,1.0,0.67,1.0,0.67,0.67,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
5,Atlético-MG,0.62,0.0,0.62,0.62,1.5,1.0,1.5,1.5,1.25,2.0,1.25,1.25,0.25,-1.0,0.25,0.25,7.25,20.0,7.25,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
6,Fluminense,0.7,1.0,0.7,0.7,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,10.0,10.0,10.0,10.0
7,Cruzeiro,0.75,1.0,0.7,0.75,2.0,2.0,2.0,2.0,0.83,0.0,0.8,0.83,1.17,2.0,1.2,1.17,7.17,8.0,8.0,7.17,0.0,0.0,0.0,0.0,0.33,1.0,0.4,0.33,10.0,10.0,10.0,10.0
8,Coritiba,0.64,0.0,0.6,0.64,1.71,0.0,1.8,1.71,0.86,1.0,0.8,0.86,0.86,-1.0,1.0,0.86,8.57,17.0,10.6,8.57,0.14,1.0,0.2,0.14,0.29,0.0,0.4,0.29,10.0,10.0,10.0,10.0
9,Goiás,0.62,0.5,0.5,0.62,1.62,1.0,1.6,1.62,0.88,1.0,0.8,0.88,0.75,0.0,0.8,0.75,9.88,19.0,14.0,9.88,0.12,0.0,0.2,0.12,0.25,0.0,0.4,0.25,10.0,10.0,10.0,10.0
10,Corinthians,0.56,0.0,0.5,0.56,1.44,0.0,1.4,1.44,0.89,1.0,0.6,0.89,0.56,-1.0,0.8,0.56,10.78,18.0,13.6,10.78,0.22,1.0,0.4,0.22,0.22,0.0,0.4,0.22,10.0,10.0,10.0,10.0
11,Botafogo,0.55,0.5,0.4,0.55,1.4,1.0,0.8,1.4,0.9,1.0,0.8,0.9,0.5,0.0,0.0,0.5,11.1,14.0,15.2,11.1,0.2,0.0,0.4,0.2,0.2,0.0,0.2,0.2,10.0,10.0,10.0,10.0
12,Vasco,0.59,1.0,0.4,0.55,1.36,1.0,0.6,1.3,0.82,0.0,0.8,0.8,0.55,1.0,-0.2,0.5,10.18,1.0,13.8,10.9,0.18,0.0,0.4,0.2,0.27,1.0,0.2,0.3,10.0,10.0,10.0,10.0
13,Santos,0.62,1.0,0.6,0.6,1.33,1.0,0.8,1.3,0.75,0.0,0.6,0.7,0.58,1.0,0.2,0.6,10.67,16.0,13.6,12.1,0.17,0.0,0.2,0.2,0.33,1.0,0.4,0.4,10.0,10.0,10.0,10.0
14,Bahia,0.58,0.0,0.5,0.5,1.23,0.0,0.6,1.1,0.92,3.0,1.0,0.9,0.31,-3.0,-0.4,0.2,10.85,13.0,12.4,13.2,0.23,1.0,0.4,0.3,0.31,0.0,0.4,0.4,10.0,10.0,10.0,10.0
15,Fortaleza,0.57,0.5,0.6,0.55,1.21,1.0,0.8,1.1,0.93,1.0,1.0,0.8,0.29,0.0,-0.2,0.3,11.14,15.0,11.8,12.7,0.21,0.0,0.2,0.3,0.29,0.0,0.4,0.4,10.0,10.0,10.0,10.0
16,São Paulo,0.53,0.0,0.5,0.45,1.13,0.0,0.6,0.7,0.93,1.0,1.0,0.9,0.2,-1.0,-0.4,-0.2,11.13,11.0,11.2,13.2,0.27,1.0,0.4,0.4,0.27,0.0,0.4,0.3,10.0,10.0,10.0,10.0
17,Internacional,0.5,0.0,0.3,0.35,1.12,1.0,0.6,0.6,1.0,2.0,1.4,1.1,0.12,-1.0,-0.8,-0.5,11.0,9.0,12.8,13.3,0.25,0.0,0.4,0.4,0.25,0.0,0.2,0.2,10.0,10.0,10.0,10.0
18,Flamengo,0.47,0.0,0.1,0.35,1.12,1.0,0.6,0.7,1.06,2.0,1.8,1.2,0.06,-1.0,-1.2,-0.5,11.06,12.0,12.0,12.8,0.24,0.0,0.4,0.3,0.24,0.0,0.0,0.2,10.0,10.0,10.0,10.0
19,Athlético-PR,0.44,0.0,0.1,0.3,1.06,0.0,0.6,0.6,1.17,3.0,1.8,1.4,-0.11,-3.0,-1.2,-0.8,10.72,5.0,10.4,11.4,0.28,1.0,0.4,0.4,0.22,0.0,0.0,0.2,10.0,10.0,10.0,10.0
20,Palmeiras,0.47,1.0,0.2,0.4,1.11,2.0,0.8,0.8,1.11,0.0,1.6,1.3,0.0,2.0,-0.8,-0.5,10.53,7.0,8.8,10.3,0.26,0.0,0.4,0.3,0.26,1.0,0.2,0.3,10.0,10.0,10.0,10.0
21,Bragantino,0.5,1.0,0.4,0.45,1.15,2.0,1.2,0.9,1.05,0.0,1.4,1.2,0.1,2.0,-0.2,-0.3,10.15,3.0,7.2,9.2,0.25,0.0,0.2,0.3,0.3,1.0,0.4,0.4,10.0,10.0,10.0,10.0
22,Grêmio,0.52,1.0,0.6,0.45,1.19,2.0,1.4,1.0,1.0,0.0,1.0,1.2,0.19,2.0,0.4,-0.2,9.86,4.0,6.2,9.5,0.24,0.0,0.2,0.3,0.33,1.0,0.6,0.4,10.0,10.0,10.0,10.0
23,América-MG,0.55,1.0,0.8,0.45,1.23,2.0,1.6,1.1,0.95,0.0,0.6,1.2,0.27,2.0,1.0,-0.1,9.5,2.0,4.2,8.1,0.23,0.0,0.2,0.3,0.36,1.0,0.8,0.4,10.0,10.0,10.0,10.0
24,Atlético-MG,0.54,0.5,0.9,0.5,1.26,2.0,2.0,1.3,1.0,2.0,0.4,1.1,0.26,0.0,1.6,0.2,9.96,20.0,7.2,8.8,0.22,0.0,0.0,0.2,0.35,0.0,0.8,0.4,10.0,10.0,10.0,10.0
25,Fluminense,0.56,1.0,0.9,0.55,1.25,1.0,1.8,1.3,0.96,0.0,0.4,1.0,0.29,1.0,1.4,0.3,9.79,6.0,7.0,7.9,0.21,0.0,0.0,0.2,0.38,1.0,0.8,0.5,10.0,10.0,10.0,10.0
26,Cruzeiro,0.54,0.0,0.7,0.55,1.2,0.0,1.4,1.3,1.04,3.0,1.0,1.2,0.16,-3.0,0.4,0.1,9.72,8.0,8.0,7.6,0.24,1.0,0.2,0.2,0.36,0.0,0.6,0.5,10.0,10.0,10.0,10.0
27,Coritiba,0.54,0.5,0.6,0.6,1.15,0.0,1.0,1.2,1.0,0.0,1.0,1.0,0.15,0.0,0.0,0.2,10.0,17.0,10.6,8.4,0.27,1.0,0.4,0.3,0.38,1.0,0.6,0.6,10.0,10.0,10.0,10.0
28,Goiás,0.52,0.0,0.4,0.6,1.11,0.0,0.6,1.1,1.07,3.0,1.6,1.1,0.04,-3.0,-1.0,0.0,10.33,19.0,14.0,9.1,0.3,1.0,0.6,0.4,0.37,0.0,0.4,0.6,10.0,10.0,10.0,10.0
29,Corinthians,0.52,0.5,0.4,0.65,1.11,1.0,0.4,1.2,1.07,1.0,1.4,0.9,0.04,0.0,-1.0,0.3,10.61,18.0,13.6,10.4,0.29,0.0,0.6,0.3,0.36,0.0,0.4,0.6,10.0,10.0,10.0,10.0
30,Botafogo,0.53,1.0,0.4,0.65,1.1,1.0,0.4,1.1,1.03,0.0,1.4,0.9,0.07,1.0,-1.0,0.2,10.72,14.0,15.2,11.1,0.28,0.0,0.6,0.3,0.38,1.0,0.4,0.6,10.0,10.0,10.0,10.0
31,Vasco,0.52,0.0,0.4,0.55,1.07,0.0,0.4,0.9,1.03,1.0,1.0,1.0,0.03,-1.0,-0.6,-0.1,10.4,1.0,13.8,10.9,0.3,1.0,0.6,0.4,0.37,0.0,0.4,0.5,10.0,10.0,10.0,10.0
32,Santos,0.53,1.0,0.5,0.55,1.1,2.0,0.8,0.9,1.0,0.0,1.0,1.0,0.1,2.0,-0.2,-0.1,10.58,16.0,13.6,12.1,0.29,0.0,0.4,0.4,0.39,1.0,0.4,0.5,10.0,10.0,10.0,10.0
33,Bahia,0.53,0.5,0.6,0.5,1.06,0.0,0.8,0.7,0.97,0.0,0.4,1.0,0.09,0.0,0.4,-0.3,10.66,13.0,12.4,13.2,0.31,1.0,0.4,0.5,0.41,1.0,0.6,0.5,10.0,10.0,10.0,10.0
34,Fortaleza,0.52,0.0,0.5,0.45,1.03,0.0,0.6,0.5,1.03,3.0,0.8,1.1,0.0,-3.0,-0.2,-0.6,10.79,15.0,11.8,12.7,0.33,1.0,0.6,0.6,0.39,0.0,0.6,0.5,10.0,10.0,10.0,10.0
35,São Paulo,0.51,0.5,0.4,0.4,1.03,,0.5,0.44,1.03,,1.0,1.22,0.0,,-0.5,-0.78,10.79,11.0,11.2,13.2,0.32,0.0,0.6,0.6,0.38,0.0,0.4,0.4,10.0,10.0,10.0,10.0
36,Internacional,0.51,0.5,0.5,0.45,1.03,,0.67,0.5,1.03,,1.0,1.0,0.0,,-0.33,-0.5,10.49,0.0,11.0,12.4,0.31,0.0,0.4,0.5,0.37,0.0,0.4,0.4,9.71,0.0,8.0,9.0
37,Flamengo,0.51,0.5,0.4,0.45,1.03,,0.0,0.57,1.03,,1.5,1.14,0.0,,-1.5,-0.57,10.19,0.0,7.8,10.7,0.31,0.0,0.4,0.4,0.36,0.0,0.2,0.3,9.44,0.0,6.0,8.0
38,Athlético-PR,0.51,0.5,0.4,0.5,1.03,,0.0,0.67,1.03,,3.0,0.83,0.0,,-3.0,-0.17,9.92,0.0,5.2,8.8,0.3,0.0,0.2,0.3,0.35,0.0,0.0,0.3,9.19,0.0,4.0,7.0
1,Coritiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,19.0,19.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
2,Internacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,19.0,19.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
3,Botafogo,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,-1.0,-1.0,15.5,12.0,15.5,15.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
4,Athlético-PR,0.67,1.0,0.67,0.67,1.67,3.0,1.67,1.67,2.0,2.0,2.0,2.0,-0.33,1.0,-0.33,-0.33,10.67,1.0,10.67,10.67,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
5,Goiás,0.75,1.0,0.75,0.75,1.75,2.0,1.75,1.75,1.75,1.0,1.75,1.75,0.0,1.0,0.0,0.0,9.75,7.0,9.75,9.75,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
6,Bahia,0.6,0.0,0.6,0.6,1.4,0.0,1.4,1.4,1.8,2.0,1.8,1.8,-0.4,-2.0,-0.4,-0.4,11.4,18.0,11.4,11.4,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
7,Corinthians,0.5,0.0,0.6,0.5,1.5,2.0,1.8,1.5,2.0,3.0,1.8,2.0,-0.5,-1.0,0.0,-0.5,12.0,15.0,10.6,12.0,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
8,Cruzeiro,0.43,0.0,0.4,0.43,1.29,0.0,1.4,1.29,1.86,1.0,1.8,1.86,-0.57,-1.0,-0.4,-0.57,12.29,14.0,11.0,12.29,0.43,1.0,0.4,0.43,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
9,Vasco,0.44,0.5,0.3,0.44,1.25,1.0,1.0,1.25,1.75,1.0,1.6,1.75,-0.5,0.0,-0.6,-0.5,12.88,17.0,14.2,12.88,0.38,0.0,0.4,0.38,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
10,Grêmio,0.39,0.0,0.1,0.39,1.22,1.0,0.8,1.22,2.0,4.0,2.2,2.0,-0.78,-3.0,-1.4,-0.78,13.22,16.0,16.0,13.22,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
11,Bragantino,0.35,0.0,0.1,0.35,1.1,0.0,0.8,1.1,2.1,3.0,2.4,2.1,-1.0,-3.0,-1.6,-1.0,12.1,2.0,12.8,12.1,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
12,Santos,0.41,1.0,0.3,0.45,1.36,4.0,1.2,1.5,1.91,0.0,1.8,1.8,-0.55,4.0,-0.6,-0.3,11.36,4.0,10.6,10.6,0.36,0.0,0.4,0.3,0.09,1.0,0.2,0.1,5.0,5.0,5.0,5.0
13,Fortaleza,0.38,0.0,0.3,0.35,1.42,2.0,1.6,1.5,2.0,3.0,2.2,2.0,-0.58,-1.0,-0.6,-0.5,11.5,13.0,10.4,10.7,0.33,0.0,0.2,0.3,0.08,0.0,0.2,0.1,5.0,5.0,5.0,5.0
14,Palmeiras,0.35,0.0,0.2,0.25,1.31,0.0,1.4,1.2,2.0,2.0,2.4,2.0,-0.69,-2.0,-1.0,-0.8,11.46,11.0,9.2,11.7,0.38,1.0,0.4,0.4,0.08,0.0,0.2,0.1,5.0,5.0,5.0,5.0
15,Fluminense,0.36,0.5,0.3,0.2,1.29,1.0,1.4,1.1,1.93,1.0,1.8,2.0,-0.64,0.0,-0.4,-0.9,10.86,3.0,6.6,11.3,0.36,0.0,0.4,0.4,0.07,0.0,0.2,0.1,5.0,5.0,5.0,5.0
16,América-MG,0.37,0.5,0.4,0.25,1.2,0.0,1.4,1.1,1.8,0.0,1.2,1.8,-0.6,0.0,0.2,-0.7,10.67,8.0,7.8,10.3,0.4,1.0,0.4,0.4,0.13,1.0,0.4,0.2,5.0,5.0,5.0,5.0
17,Atlético-MG,0.38,0.5,0.3,0.3,1.19,1.0,0.8,1.0,1.75,1.0,1.4,1.6,-0.56,0.0,-0.6,-0.6,11.25,20.0,11.0,10.8,0.38,0.0,0.4,0.4,0.12,0.0,0.2,0.2,5.0,5.0,5.0,5.0
18,Cuiabá,0.35,0.0,0.3,0.3,1.18,1.0,0.6,1.1,1.76,2.0,1.2,1.7,-0.59,-1.0,-0.6,-0.6,10.94,6.0,9.6,10.0,0.35,0.0,0.4,0.3,0.12,0.0,0.2,0.2,5.0,5.0,5.0,5.0
19,São Paulo,0.39,1.0,0.5,0.35,1.28,3.0,1.2,1.3,1.67,0.0,0.8,1.6,-0.39,3.0,0.4,-0.3,10.89,10.0,9.4,9.3,0.33,0.0,0.2,0.3,0.17,1.0,0.4,0.3,5.0,5.0,5.0,5.0
20,Coritiba,0.39,0.5,0.5,0.4,1.26,1.0,1.2,1.3,1.63,1.0,0.8,1.3,-0.37,0.0,0.4,0.0,10.79,9.0,10.6,8.6,0.32,0.0,0.2,0.3,0.16,0.0,0.4,0.3,5.0,5.0,5.0,5.0
21,Internacional,0.38,0.0,0.4,0.4,1.3,2.0,1.6,1.5,1.7,3.0,1.4,1.3,-0.4,-1.0,0.2,0.2,11.2,19.0,12.8,10.3,0.3,0.0,0.0,0.2,0.15,0.0,0.2,0.3,5.0,5.0,5.0,5.0
22,Botafogo,0.38,0.5,0.4,0.35,1.24,0.0,1.4,1.1,1.62,0.0,1.2,1.3,-0.38,0.0,0.2,-0.2,11.24,12.0,11.2,11.1,0.33,1.0,0.2,0.3,0.19,1.0,0.4,0.3,5.0,5.0,5.0,5.0
23,Athlético-PR,0.36,0.0,0.4,0.35,1.23,1.0,1.4,1.0,1.64,2.0,1.2,1.2,-0.41,-1.0,0.2,-0.2,10.77,1.0,10.2,9.9,0.32,0.0,0.2,0.3,0.18,0.0,0.4,0.3,5.0,5.0,5.0,5.0
24,Goiás,0.39,1.0,0.4,0.45,1.3,3.0,1.4,1.3,1.57,0.0,1.2,1.0,-0.26,3.0,0.2,0.3,10.61,7.0,9.6,9.5,0.3,0.0,0.2,0.2,0.22,1.0,0.4,0.4,5.0,5.0,5.0,5.0
25,Bahia,0.4,0.5,0.4,0.45,1.25,0.0,1.2,1.2,1.5,0.0,1.0,0.9,-0.25,0.0,0.2,0.3,10.92,18.0,11.4,11.0,0.33,1.0,0.4,0.3,0.25,1.0,0.6,0.5,5.0,5.0,5.0,5.0
26,Corinthians,0.38,0.0,0.4,0.4,1.2,0.0,0.8,1.2,1.48,1.0,0.6,1.0,-0.28,-1.0,0.2,0.2,11.08,15.0,10.6,11.7,0.36,1.0,0.6,0.3,0.24,0.0,0.6,0.4,5.0,5.0,5.0,5.0
27,Cruzeiro,0.38,0.5,0.4,0.4,1.19,1.0,1.0,1.2,1.46,1.0,0.8,1.0,-0.27,0.0,0.2,0.2,11.19,14.0,11.0,11.1,0.35,0.0,0.4,0.3,0.23,0.0,0.4,0.4,5.0,5.0,5.0,5.0
28,Vasco,0.37,0.0,0.4,0.4,1.15,0.0,0.8,1.1,1.48,2.0,0.8,1.0,-0.33,-2.0,0.0,0.1,11.41,17.0,14.2,12.2,0.37,1.0,0.6,0.4,0.22,0.0,0.4,0.4,5.0,5.0,5.0,5.0
29,Grêmio,0.36,0.0,0.2,0.3,1.11,0.0,0.2,0.8,1.46,1.0,1.0,1.1,-0.36,-1.0,-0.8,-0.3,11.57,16.0,16.0,12.8,0.39,1.0,0.8,0.5,0.21,0.0,0.2,0.3,5.0,5.0,5.0,5.0
30,Bragantino,0.38,1.0,0.3,0.35,1.17,3.0,0.8,1.0,1.48,2.0,1.4,1.2,-0.31,1.0,-0.6,-0.2,11.24,2.0,12.8,12.1,0.38,0.0,0.6,0.5,0.21,0.0,0.0,0.3,5.0,5.0,5.0,5.0
31,Santos,0.38,0.5,0.4,0.4,1.17,2.0,1.0,0.89,1.48,1.0,1.5,1.0,-0.31,1.0,-0.5,-0.11,11.0,4.0,10.6,10.6,0.37,0.0,0.4,0.5,0.2,0.0,0.0,0.3,5.0,5.0,5.0,5.0
32,Fortaleza,0.4,1.0,0.5,0.45,1.2,2.0,1.25,1.11,1.47,1.0,1.5,1.11,-0.27,1.0,-0.25,0.0,11.06,13.0,10.4,10.7,0.35,0.0,0.4,0.4,0.19,0.0,0.0,0.2,5.0,5.0,5.0,5.0
33,Palmeiras,0.39,0.0,0.5,0.45,1.16,0.0,1.25,1.0,1.48,2.0,1.5,1.11,-0.32,-2.0,-0.25,-0.11,11.06,11.0,9.2,11.7,0.38,1.0,0.4,0.5,0.19,0.0,0.0,0.2,5.0,5.0,5.0,5.0
34,Fluminense,0.38,0.0,0.5,0.35,1.12,0.0,1.25,0.67,1.53,3.0,2.0,1.44,-0.41,-3.0,-0.75,-0.78,10.82,3.0,6.6,11.3,0.39,1.0,0.4,0.6,0.18,0.0,0.0,0.1,5.0,5.0,5.0,5.0
35,América-MG,0.38,0.5,0.4,0.35,1.12,,0.67,0.75,1.53,,2.0,1.62,-0.41,,-1.33,-0.88,10.74,8.0,7.8,10.3,0.38,0.0,0.4,0.5,0.18,0.0,0.0,0.0,5.0,5.0,5.0,5.0
36,Atlético-MG,0.39,0.5,0.4,0.4,1.12,,0.67,0.86,1.53,,2.0,1.71,-0.41,,-1.33,-0.86,10.43,0.0,7.0,8.8,0.37,0.0,0.4,0.4,0.17,0.0,0.0,0.0,4.86,0.0,4.0,4.5
37,Cuiabá,0.39,0.5,0.3,0.4,1.12,,0.0,0.83,1.53,,2.5,1.83,-0.41,,-2.5,-1.0,10.14,0.0,4.4,7.4,0.36,0.0,0.4,0.4,0.17,0.0,0.0,0.0,4.72,0.0,3.0,4.0
38,São Paulo,0.39,0.5,0.4,0.45,1.12,,0.0,1.0,1.53,,3.0,1.8,-0.41,,-3.0,-0.8,9.86,0.0,2.2,5.7,0.35,0.0,0.2,0.3,0.16,0.0,0.0,0.0,4.59,0.0,2.0,3.5
1,América-MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
2,Athlético-PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
3,Fortaleza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,2.5,2.5,-2.5,-2.0,-2.5,-2.5,13.5,7.0,13.5,13.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
4,Vasco,0.33,1.0,0.33,0.33,1.33,4.0,1.33,1.33,2.33,2.0,2.33,2.33,-1.0,2.0,-1.0,-1.0,12.67,11.0,12.67,12.67,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
5,Cruzeiro,0.38,0.5,0.38,0.38,1.25,1.0,1.25,1.25,2.0,1.0,2.0,2.0,-0.75,0.0,-0.75,-0.75,13.5,16.0,13.5,13.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
6,Cuiabá,0.3,0.0,0.3,0.3,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,-1.0,-2.0,-1.0,-1.0,14.2,17.0,14.2,14.2,0.6,1.0,0.6,0.6,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
7,Botafogo,0.25,0.0,0.3,0.25,0.83,0.0,1.0,0.83,2.0,2.0,1.8,2.0,-1.17,-2.0,-0.8,-1.17,13.5,10.0,12.2,13.5,0.67,1.0,0.6,0.67,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0
8,Corinthians,0.36,1.0,0.5,0.36,0.86,1.0,1.2,0.86,1.71,0.0,1.4,1.71,-0.86,1.0,-0.2,-0.86,11.71,1.0,11.0,11.71,0.57,0.0,0.4,0.57,0.14,1.0,0.2,0.14,8.0,8.0,8.0,8.0
