rodada,posicao,equipe,setor_proAvgpontuacao,setor_proLastpontuacao,setor_proAvgMov5pontuacao,setor_proAvgMov10pontuacao,setor_proAvgDS,setor_proLastDS,setor_proAvgMov5DS,setor_proAvgMov10DS,setor_proAvgFC,setor_proLastFC,setor_proAvgMov5FC,setor_proAvgMov10FC,setor_proAvgFF,setor_proLastFF,setor_proAvgMov5FF,setor_proAvgMov10FF,setor_proAvgFS,setor_proLastFS,setor_proAvgMov5FS,setor_proAvgMov10FS,setor_proAvgCA,setor_proLastCA,setor_proAvgMov5CA,setor_proAvgMov10CA,setor_proAvgFD,setor_proLastFD,setor_proAvgMov5FD,setor_proAvgMov10FD,setor_proAvgFT,setor_proLastFT,setor_proAvgMov5FT,setor_proAvgMov10FT,setor_proAvgG,setor_proLastG,setor_proAvgMov5G,setor_proAvgMov10G,setor_proAvgDE,setor_proLastDE,setor_proAvgMov5DE,setor_proAvgMov10DE,setor_proAvgGS,setor_proLastGS,setor_proAvgMov5GS,setor_proAvgMov10GS,setor_proAvgGC,setor_proLastGC,setor_proAvgMov5GC,setor_proAvgMov10GC,setor_proAvgI,setor_proLastI,setor_proAvgMov5I,setor_proAvgMov10I,setor_proAvgSG,setor_proLastSG,setor_proAvgMov5SG,setor_proAvgMov10SG,setor_proAvgA,setor_proLastA,setor_proAvgMov5A,setor_proAvgMov10A,setor_proAvgV,setor_proLastV,setor_proAvgMov5V,setor_proAvgMov10V,setor_proAvgPS,setor_proLastPS,setor_proAvgMov5PS,setor_proAvgMov10PS,setor_proAvgPC,setor_proLastPC,setor_proAvgMov5PC,setor_proAvgMov10PC,setor_proAvgCV,setor_proLastCV,setor_proAvgMov5CV,setor_proAvgMov10CV,setor_proAvgDP,setor_proLastDP,setor_proAvgMov5DP,setor_proAvgMov10DP,setor_proAvgPP,setor_proLastPP,setor_proAvgMov5PP,setor_proAvgMov10PP
7,Goleiro,América-MG,2.7,1.0,1.64,2.7,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,5.0,4.8,4.67,2.67,4.0,2.6,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0
8,Goleiro,América-MG,2.74,3.0,2.24,2.74,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,4.0,5.0,4.57,2.43,1.0,2.2,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0
9,Goleiro,América-MG,2.52,1.0,2.44,2.52,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,3.0,5.0,4.38,2.38,2.0,2.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0
10,Goleiro,América-MG,3.08,7.5,4.0,3.08,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.22,1.0,0.4,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2.0,4.6,4.11,2.11,0.0,1.8,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0
11,Goleiro,América-MG,2.77,0.0,2.5,2.77,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.0,3.2,3.9,2.1,2.0,1.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
12,Goleiro,América-MG,2.65,1.5,2.6,2.12,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.27,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,7.0,3.6,4.2,2.18,3.0,1.6,2.1,0.09,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Goleiro,América-MG,2.27,-2.0,1.6,1.92,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,2.8,3.9,2.17,2.0,1.8,2.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Goleiro,América-MG,2.17,1.0,1.6,2.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.23,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3.0,2.8,3.9,2.15,2.0,1.8,1.9,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Goleiro,América-MG,2.09,1.0,0.3,2.15,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,4.0,3.2,3.9,2.21,3.0,2.4,2.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Goleiro,América-MG,2.35,6.0,1.5,2.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.2,3.7,2.13,1.0,2.2,2.0,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Goleiro,América-MG,2.14,-1.0,1.0,1.8,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,3.0,3.4,3.5,2.25,4.0,2.4,2.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Goleiro,América-MG,2.07,1.0,1.6,1.6,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,4.0,4.2,3.5,2.29,3.0,2.6,2.2,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Goleiro,América-MG,2.01,1.0,1.6,1.6,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.0,4.0,3.4,2.22,1.0,2.4,2.1,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Goleiro,América-MG,1.85,-1.0,1.2,0.75,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,2.0,3.6,3.4,2.26,3.0,2.4,2.4,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Goleiro,América-MG,2.21,9.0,1.8,1.65,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.0,2.8,3.5,2.2,1.0,2.4,2.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0
23,Goleiro,América-MG,2.44,7.0,3.4,2.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,2.0,2.6,3.0,2.1,0.0,1.6,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0
25,Goleiro,América-MG,2.55,5.0,4.2,2.9,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,7.0,3.2,3.7,2.09,2.0,1.4,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0
26,Goleiro,América-MG,2.42,-0.5,3.9,2.75,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.1,0.04,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,1.0,3.0,3.5,2.04,1.0,1.4,1.9,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0
27,Goleiro,América-MG,2.24,-2.0,3.7,2.45,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.1,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,1.0,2.8,3.2,2.08,3.0,1.4,1.9,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0
28,Goleiro,América-MG,2.07,-2.0,1.5,1.65,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.1,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,2.2,2.5,2.08,2.0,1.6,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
29,Goleiro,América-MG,2.12,3.5,0.8,2.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,0.4,0.2,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,4.0,2.6,2.6,2.04,1.0,1.8,1.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
30,Goleiro,América-MG,2.08,1.0,0.0,2.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.4,0.2,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,4.0,2.0,2.6,2.07,3.0,2.0,1.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0
31,Goleiro,América-MG,2.08,2.0,0.5,2.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.2,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,7.0,3.2,3.1,2.14,4.0,2.6,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.2,0.1,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0
32,Goleiro,América-MG,2.08,2.0,1.3,2.5,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.2,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,3.0,3.6,3.2,2.1,1.0,2.2,1.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.2,0.1,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0
33,Goleiro,América-MG,2.11,3.0,2.3,1.9,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.2,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,4.0,4.4,3.3,2.07,1.0,2.0,1.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.2,0.1,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lateral,América-MG,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Lateral,América-MG,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Lateral,América-MG,3.0,4.9,3.0,3.0,1.5,2.0,1.5,1.5,1.5,1.0,1.5,1.5,0.5,1.0,0.5,0.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Lateral,América-MG,4.53,7.6,4.53,4.53,1.67,2.0,1.67,1.67,3.0,6.0,3.0,3.0,0.33,0.0,0.33,0.33,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Lateral,América-MG,3.62,0.9,3.62,3.62,2.25,4.0,2.25,2.25,3.25,4.0,3.25,3.25,0.5,1.0,0.5,0.5,2.5,1.0,2.5,2.5,0.25,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lateral,América-MG,2.94,0.2,2.94,2.94,2.2,2.0,2.2,2.2,3.4,4.0,3.4,3.4,0.4,0.0,0.4,0.4,2.0,0.0,2.0,2.0,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Lateral,América-MG,3.1,3.9,3.5,3.1,2.17,2.0,2.4,2.17,2.83,0.0,3.0,2.83,0.33,0.0,0.4,0.33,2.17,3.0,2.4,2.17,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lateral,América-MG,2.81,1.1,2.74,2.81,2.14,2.0,2.4,2.14,2.57,1.0,3.0,2.57,0.29,0.0,0.2,0.29,1.86,0.0,1.6,1.86,0.43,1.0,0.6,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Lateral,América-MG,2.41,-0.4,1.14,2.41,2.0,1.0,2.2,2.0,2.5,2.0,2.2,2.5,0.25,0.0,0.2,0.25,1.62,0.0,0.8,1.62,0.5,1.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Lateral,América-MG,3.44,11.7,3.3,3.44,2.33,5.0,2.4,2.33,2.33,1.0,1.6,2.33,0.22,0.0,0.0,0.22,1.67,2.0,1.0,1.67,0.44,0.0,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.0,0.2,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Lateral,América-MG,3.18,0.8,3.42,3.18,2.2,1.0,2.2,2.2,2.3,2.0,1.2,2.3,0.2,0.0,0.0,0.2,1.5,0.0,1.0,1.5,0.5,1.0,0.6,0.5,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Lateral,América-MG,3.71,9.0,4.44,3.97,2.55,6.0,3.0,2.7,2.09,0.0,1.2,2.1,0.27,1.0,0.2,0.3,1.55,2.0,0.8,1.6,0.45,0.0,0.6,0.5,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
