apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,A,DS,FS,FC,FD,FF,PS,CA,G,PC,SG,I,DE,V,GS,CV,FT,scout,rodada,DP,GC,PP
Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,3.6,3.0,276.0,True,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,9,,,
Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,17.7,5.0,275.0,True,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,9,,,
Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,4.6,3.0,263.0,True,,3.0,2.0,,,,,,,,,,,,,,,,9,,,
Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,1.0,4.0,283.0,True,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,9,,,
Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,4.6,2.0,283.0,True,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,9,,,
Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,-1.3,3.0,266.0,True,,,,1.0,,,,1.0,,,,,,,,,,,9,,,
David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,5.9,3.0,265.0,True,,1.0,,1.0,,,,,,,1.0,,,,,,,,9,,,
Zé Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,6.9,3.0,293.0,True,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,9,,,
Odair Hellmann,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,3.32,6.0,277.0,True,,,,,,,,,,,,,,,,,,,9,,,
Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,11.4,5.0,1371.0,True,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,9,,,
Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,2.4,5.0,283.0,True,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,9,,,
Mateus Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,2.9,4.0,283.0,True,,,4.0,1.0,1.0,,,,,,,,,,,,,,9,,,
Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,0.5,5.0,285.0,True,,,1.0,,,,,,,,,,,,,,,,9,,,
Gabriel Inocêncio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,2.0,2.0,277.0,True,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,9,,,
Andrey,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,-1.3,4.0,294.0,True,,,,1.0,,,,1.0,,,,,,,,,,,9,,,
Marlon Freitas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,2.6,4.0,263.0,True,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,9,,,
Keiller,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,3.5,1.0,285.0,True,,,1.0,,,,,,,,,,4.0,,1.0,,,,9,,,
Cleiton,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,0.0,1.0,280.0,True,,,,,,,,,,,,,2.0,,2.0,,,,9,,,
Matheus Fernandes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,4.5,4.0,280.0,True,,4.0,2.0,1.0,,,,1.0,,,,,,,,,,,9,,,
Maycon,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,0.9,4.0,264.0,True,,1.0,,1.0,,,,,,,,,,,,,,,9,,,
Guilherme,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,0.0,5.0,356.0,True,,,,,,,,,,,,,,,,,,,9,,,
Pedro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,9.7,5.0,262.0,True,,1.0,1.0,,,,,,1.0,,,,,,,,,,9,,,
Battaglia,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,0.2,4.0,282.0,True,,1.0,,3.0,,,,,,,,1.0,,,,,,,9,,,
Eduardo Coudet,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,7.1,6.0,282.0,True,,,,,,,,,,,,,,1.0,,,,,9,,,
Lucas Fernandes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,1.3,4.0,263.0,True,,,2.0,3.0,1.0,,,,,,,,,,,,,,9,,,
Juninho Capixaba,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,-0.2,2.0,280.0,True,,,1.0,2.0,,,,,,,,1.0,,,,,,,9,,,
Raniele,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,4.4,4.0,1371.0,True,,4.0,,2.0,1.0,,,1.0,,,,,,,,,,,9,,,
Lucas Kal,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mautx9E.png,0.0,4.0,327.0,True,,,,,,,,,,,,,,,,,,,9,,,
Artur,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,9.2,5.0,275.0,True,,1.0,,,,,,,1.0,,,,,,,,,,9,,,
Machado,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,1.7,4.0,283.0,True,,,1.0,,1.0,,,,,,,,,,,,,,9,,,
Lima,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,5.3,4.0,266.0,True,,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,9,,,
Bustos,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,-0.3,2.0,285.0,True,,,,1.0,,,,,,,,,,,,,,,9,,,
Saravia,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,8.8,2.0,282.0,True,,2.0,6.0,2.0,,,,1.0,,,1.0,,,,,,,,9,,,
Villasanti,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,1.4,4.0,284.0,True,,1.0,,2.0,,1.0,,,,,,,,,,,,,9,,,
Alesson,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,-0.4,5.0,290.0,True,,,,1.0,,,,,,,,1.0,,,,,,,9,,,
Vitão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,0.9,3.0,285.0,True,,1.0,,1.0,,,,,,,,,,,,,,,9,,,
Erick,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,2.0,4.0,293.0,True,,1.0,,,,1.0,,,,,,,,,,,,,9,,,
Kanu,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,5.9,3.0,265.0,True,,1.0,,1.0,,,,,,,1.0,,,,,,,,9,,,
Di Placido,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,1.5,2.0,263.0,True,,,3.0,,,,,,,,,,,,,,,,9,,,
Kuscevic,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8oUGttY.png,1.2,3.0,294.0,True,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,9,,,
Cuello,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,5.9,5.0,293.0,True,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,9,,,
Puma Rodríguez,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,3.7,2.0,267.0,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,9,,,
Rodrigo Fernández,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,1.6,4.0,277.0,True,,2.0,,2.0,,1.0,,1.0,,,,,,,,,,,9,,,
Pochettino,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,2.1,4.0,356.0,True,,2.0,,1.0,,,,,,,,,,,,,,,9,,,
Arias,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,5.9,4.0,266.0,True,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,9,,,
Paulinho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,4.2,5.0,282.0,True,,2.0,2.0,,,1.0,,,,,,,,,,,,,9,,,
Alan Franco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,-1.2,3.0,276.0,True,,,,,,1.0,,1.0,,1.0,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
,,,,,,,,,,,,,,,,,,,,,,,,9,,,
Zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,-0.5,4.0,282.0,True,,1.0,1.0,4.0,,,,1.0,,,,,,,,,,,8,,,
Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,3.1,4.0,282.0,True,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,8,,,
Yuri Alberto,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,5.6,5.0,264.0,True,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,8,,,
Ronald Lopes,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,5.7,4.0,1371.0,True,,5.0,,1.0,,,,,,,,,,,,,,,8,,,
Júnior Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,10.8,5.0,263.0,True,,,3.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,8,,,
Diego,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,5.1,4.0,290.0,True,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,8,,,
Vitor Jacaré,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,2.7,5.0,265.0,True,,3.0,,3.0,,,,,,,,,,,,,,,8,,,
Ademir,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,0.5,5.0,265.0,True,,,1.0,,,,,,,,,,,,,,,,8,,,
Guga,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,2.0,2.0,266.0,True,,1.0,,,,1.0,,,,,,,,,,,,,8,,,
Miranda,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,0.8,3.0,267.0,True,,,,,,1.0,,,,,,,,,,,,,8,,,
Diego Costa,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,0.9,3.0,276.0,True,,1.0,,1.0,,,,,,,,,,,,,,,8,,,
Vitinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,12.2,5.0,280.0,True,,1.0,2.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,8,,,
Brítez,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,5.5,3.0,356.0,True,,,,1.0,,1.0,,,,,1.0,,,,,,,,8,,,
Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,-0.4,3.0,290.0,True,,1.0,,2.0,,,,1.0,,,,,,,,,,,8,,,
Caio Paulista,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,5.3,2.0,276.0,True,,,1.0,,2.0,3.0,,,,,,,,,,,,,8,,,
Mastriani,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,0.5,5.0,327.0,True,,,1.0,,,,,,,,,,,,,,,,8,,,
Helinho,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,8.2,5.0,280.0,True,,4.0,,1.0,2.0,3.0,,1.0,,,,1.0,,,,,,,8,,,
Canobbio,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,7.3,5.0,293.0,True,,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,8,,,
Eric Ramires,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,2.6,4.0,280.0,True,,,1.0,1.0,2.0,,,,,,,,,,,,,,8,,,
Matheus Alexandre,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,2.4,2.0,1371.0,True,,2.0,,,,,,,,,,,,,,,,,8,,,
Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,0.9,4.0,327.0,True,,,3.0,2.0,,,,,,,,,,,,,,,8,,,
Marcos Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,5.1,5.0,276.0,True,,2.0,4.0,,,1.0,,,,,,1.0,,,,,,,8,,,
Jadsom Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,0.9,4.0,280.0,True,,1.0,,1.0,,,,,,,,,,,,,,,8,,,
Bruno Méndez,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,4.4,3.0,264.0,True,,,,2.0,,,,,,,1.0,,,,,,,,8,,,
Gabriel Menino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,2.8,4.0,275.0,True,,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,8,,,
João Lucas,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,6.8,2.0,277.0,True,,5.0,,,,1.0,,,,,,,,,,,,,8,,,
Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,5.0,3.0,285.0,True,,,,,,,,,,,1.0,,,,,,,,8,,,
Christian,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,3.4,4.0,293.0,True,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,8,,,
Matheus Bianqui,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,-0.6,4.0,294.0,True,,,1.0,,,,,1.0,,,,1.0,,,,,,,8,,,
Juan Vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,7.78,6.0,356.0,True,,,,,,,,,,,,,,1.0,,,,,8,,,
Luis Henrique,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,8.0,5.0,263.0,True,,,,,,,,,1.0,,,,,,,,,,8,,,
Bento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,0.0,1.0,293.0,True,,,,,,,,,,,,,2.0,,2.0,,,,8,,,
Matheus Bidu,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,9.8,2.0,264.0,True,,3.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,8,,,
Rikelme,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,4.2,5.0,1371.0,True,,4.0,,2.0,,,,,,,,,,,,,,,8,,,
Lucero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,1.3,5.0,356.0,True,,,1.0,,,1.0,,,,,,,,,,,,,8,,,
Lucas Piton,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,-0.9,2.0,267.0,True,,,,3.0,,,,,,,,,,,,,,,8,,,
Roni,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,3.0,4.0,264.0,True,,3.0,,2.0,,,,,,,,,,,,,,,8,,,
Nicolás Hernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,5.0,3.0,285.0,True,,,,,,,,,,,1.0,,,,,,,,8,,,
Wesley,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,0.1,5.0,283.0,True,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,8,,,
Vinicius Mingotti,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,-0.3,5.0,265.0,True,,,,1.0,,,,,,,,,,,,,,,8,,,
Rômulo,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,3.1,4.0,285.0,True,,2.0,2.0,1.0,,,,,,,,,,,,,,,8,,,
Johnny,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,15.0,4.0,285.0,True,,5.0,3.0,1.0,,,,,1.0,,,2.0,,,,,,,8,,,
Gabriel Pec,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,2.9,5.0,267.0,True,,1.0,4.0,1.0,,,,,,,,,,,,,,,8,,,
Figueiredo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,3.7,4.0,267.0,True,,1.0,1.0,3.0,,,,,,,,1.0,,,,,1.0,,8,,,
Bruno Gomes,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uLOhgzA.png,1.7,4.0,294.0,True,,1.0,1.0,,,,,,,,,,,,,,,,8,,,
Realpe,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,4.7,3.0,280.0,True,,,,1.0,,,,,,,1.0,,,,,,,,8,,,
Caio Alexandre,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,1.1,4.0,356.0,True,,1.0,1.0,2.0,,,,,,,,,,,,,,,8,,,
Luan Patrick,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,10.0,3.0,280.0,True,1.0,,,,,,,,,,1.0,,,,,,,,8,,,
Fernando,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,1.2,2.0,293.0,True,,1.0,,,,,,,,,,,,,,,,,8,,,
Ricardo Cerqueira,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,0.5,4.0,1371.0,True,,,1.0,,,,,,,,,,,,,,,,8,,,
Stênio,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,0.8,5.0,283.0,True,,,,1.0,1.0,,,,,,,1.0,,,,,,,8,,,
Richard Ríos,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,2.1,4.0,275.0,True,,2.0,,1.0,,,,,,,,,,,,,,,8,,,
Michel Araújo,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,0.8,4.0,276.0,True,,,,,,1.0,,,,,,,,,,,,,8,,,
Vanderlan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,5.0,2.0,275.0,True,,4.0,1.0,3.0,,2.0,,1.0,,,,,,,,,,,8,,,
André,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,2.5,4.0,266.0,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,8,,,
Natanael,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_t78oWnD.png,3.4,2.0,294.0,True,,2.0,2.0,,,,,,,,,,,,,,,,8,,,
Adriel,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,1.5,1.0,265.0,True,,,1.0,,,,,1.0,,,,,3.0,,1.0,,,,8,,,
Hugo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,1.2,2.0,290.0,True,,1.0,,,,,,,,,,,,,,,,,8,,,
Fausto Vera,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,0.5,4.0,264.0,True,,2.0,,3.0,,,,1.0,,,,,,,,,,,8,,,
Victor Sá,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,3.7,5.0,263.0,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,8,,,
Calebe,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,4.2,4.0,356.0,True,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,8,,,
Joaquim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,1.7,3.0,277.0,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,8,,,
Martinelli,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,1.2,4.0,266.0,True,,,1.0,,,1.0,,,,,,1.0,,,,,,,8,,,
Gabriel Novaes,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,-0.3,5.0,290.0,True,,,,1.0,,,,,,,,,,,,,,,8,,,
Abel Ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,4.01,6.0,275.0,True,,,,,,,,,,,,,,,,,,,8,,,
Andrés Hurtado,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,12.7,2.0,280.0,True,,6.0,1.0,,,,,,,,1.0,,,,,,,,8,,,
Rubens,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,3.6,2.0,282.0,True,,3.0,,4.0,1.0,,,,,,,,,,,,,,8,,,
John Kennedy,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,3.2,5.0,266.0,True,,1.0,,,1.0,1.0,,,,,,,,,,,,,8,,,
Biel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,6.6,5.0,265.0,True,,1.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,8,,,
Orellano,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,0.5,4.0,267.0,True,,,1.0,,,,,,,,,,,,,,,,8,,,
Renato Paiva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,2.25,6.0,265.0,True,,,,,,,,,,,,,,,,,,,8,,,
Gustavo Martins,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png,2.3,3.0,284.0,True,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,8,,,
Sorriso,https://s.sde.globo.com/media/person_role/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,1.2,5.0,280.0,True,,1.0,,,,,,,,,,,,,,,,,8,,,
Felipe Augusto,https://s.sde.globo.com/media/person_role/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,-0.3,5.0,264.0,True,,,,1.0,,,,,,,,,,,,,,,8,,,
António Oliveira,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,3.95,6.0,1371.0,True,,,,,,,,,,,,,,,,,,,8,,,
Matheus Cunha,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,5.0,1.0,262.0,True,,,,,,,,,,,,,6.0,,1.0,,,,8,,,
Arthur,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,1.2,4.0,266.0,True,,1.0,,,,,,,,,,,,,,,,,8,,,
Julián Palacios,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,-0.6,4.0,290.0,True,,,,2.0,,,,,,,,,,,,,,,8,,,
Lucas Beraldo,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,2.9,3.0,276.0,True,,2.0,1.0,,,,,,,,,,,,,,,,8,,,
Capasso,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,-0.1,3.0,267.0,True,,1.0,,1.0,,,,1.0,,,,,,,,,,,8,,,
Pablo Maia,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,11.0,4.0,276.0,True,,2.0,,2.0,1.0,,,,1.0,,,,,,,,,,8,,,
Vitor Roque,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,12.1,5.0,293.0,True,,2.0,3.0,2.0,,1.0,,,1.0,,,,,,,,,,8,,,
Thauan Lara,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,6.4,2.0,285.0,True,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,8,,,
Wesley,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,3.4,2.0,262.0,True,,2.0,3.0,1.0,,,,,,,,2.0,,,,,,,8,,,
Jhon Jhon,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,1.7,4.0,275.0,True,,1.0,1.0,,,,,,,,,,,,,,,,8,,,
Mila,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,2.2,4.0,284.0,True,,2.0,2.0,4.0,,,,,,,,,,,,,,,8,,,
Lelê,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,0.8,5.0,266.0,True,,,,,,1.0,,,,,,,,,,,,,8,,,
Endrick,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,0.5,5.0,275.0,True,,,,1.0,,1.0,,,,,,,,,,,,,8,,,
