apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,A,DS,FS,FC,FD,FF,PS,CA,G,PC,SG,I,DE,V,GS,CV,FT,scout,rodada,DP,GC,PP
Pepa,https://s.sde.globo.com/media/person_role/2023/03/20/photo_FORMATO_o3JUWBe.png,2.03,6.0,283.0,True,,,,,,,,,,,,,,,,,,,9,,,
Henry Mosquera,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,2.5,5.0,280.0,True,,1.0,,1.0,,2.0,,,,,,,,,,,,,9,,,
Allyson,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,5.0,3.0,1371.0,True,,,,,,,,,,,1.0,,,,,,,,9,,,
Ruan Assis,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8AiFV6n.png,5.0,4.0,294.0,True,1.0,,,,,,,,,,,,,,,,,,9,,,
Mano Menezes,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO.png,3.39,6.0,285.0,True,,,,,,,,,,,,,,,,,,,9,,,
Fábio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_TV5Ba3v.png,3.0,1.0,266.0,True,,,,,,,,,,,,,4.0,,1.0,,,,9,,,
Bruno Mezenga,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_arJY0Tn.png,1.3,5.0,277.0,True,,,,1.0,,2.0,,,,,,,,,,,,,9,,,
Fábio Santos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_1yAQVb2.png,-2.8,2.0,264.0,True,,,2.0,2.0,,1.0,,,,,,,,,,,,,9,,,1.0
Thiago Heleno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_msFDFpI.png,5.0,3.0,293.0,True,,,,,,,,,,,1.0,,,,,,,,9,,,
Renato Augusto,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_tP0yBkY.png,0.7,4.0,264.0,True,,,2.0,1.0,,,,,,,,,,,,,,,9,,,
Felipe Melo,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_3jDOHjM.png,8.4,4.0,266.0,True,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,9,,,
Filipe Luís,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_1mrsipC.png,1.2,2.0,262.0,True,,1.0,,,,,,,,,,,,,,,,,9,,,
Hulk,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png,8.7,5.0,282.0,True,,,4.0,3.0,,1.0,,1.0,1.0,,,2.0,,,,,,,9,,,
Vagner Mancini,https://s.sde.globo.com/media/person_role/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,7.48,6.0,327.0,True,,,,,,,,,,,,,,1.0,,,,,9,,,
Dorival Júnior,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_Lo29Wew.png,3.77,6.0,276.0,True,,,,,,,,,,,,,,,,,,,9,,,
Vanderlei Luxemburgo,https://s.sde.globo.com/media/person_role/2023/05/02/photo_FORMATO_53uYX2K.png,1.3,6.0,264.0,True,,,,,,,,,,,,,,,,,,,9,,,
Renato Gaúcho,https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,5.93,6.0,284.0,True,,,,,,,,,,,,,,1.0,,,,,9,,,
Cássio,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uEoWXC8.png,2.0,1.0,264.0,True,,,,,,,,,,,,,4.0,,2.0,,,,9,,,
Fagner,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_T3I37Ma.png,2.2,2.0,264.0,True,,1.0,2.0,,,,,,,,,,,,,,,,9,,,
David Braz,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_kZuG4sE.png,0.0,3.0,266.0,True,,,,,,,,,,,,,,,,,,,9,,,
Titi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png,5.8,3.0,356.0,True,,2.0,,2.0,,,,1.0,,,1.0,,,,,,,,9,,,
Emerson Ávila,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dFLXQrB.png,2.25,6.0,290.0,True,,,,,,,,,,,,,,,,,,,9,,,
Apodi,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_B149DKg.png,-0.3,2.0,290.0,True,,,,1.0,,,,,,,,,,,,,,,9,,,
Walter,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png,8.5,1.0,1371.0,True,,,1.0,,,,,,,,1.0,,3.0,,,,,,9,,,
Giuliano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ir8HBOO.png,-0.3,4.0,264.0,True,,,,1.0,,,,,,,,,,,,,,,9,,,
Réver,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_AItHMX8.png,5.0,3.0,282.0,True,,,,,,,,,,,1.0,,,,,,,,9,,,
David Luiz,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8l0cfjh.png,2.3,3.0,262.0,True,,2.0,1.0,2.0,,,,,,,,,,,,,,,9,,,
Alex Teixeira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png,4.2,4.0,267.0,True,,2.0,2.0,2.0,,3.0,,1.0,,,,,,,,,,,9,,,
Felipe Azevedo,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_A1IjqkB.png,6.5,5.0,327.0,True,,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,9,,,
Cicinho,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o4R14ec.png,9.0,2.0,265.0,True,,3.0,4.0,2.0,,,,1.0,,,1.0,,,,,,,,9,,,
Gilberto,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png,0.7,5.0,283.0,True,,,,,,1.0,,,,,,1.0,,,,,,,9,,,
Ganso,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,7.6,4.0,266.0,True,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,9,,,
Edenílson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png,0.5,4.0,282.0,True,,,1.0,,,,,,,,,,,,,,,,9,,,
Alan Patrick,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,2.6,4.0,285.0,True,,1.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,9,,,
Wellington Silva,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png,5.4,5.0,1371.0,True,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,9,,,
Vinicius,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png,1.7,5.0,290.0,True,,1.0,1.0,,,,,,,,,,,,,,,,9,,,
Dudu,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png,13.2,5.0,275.0,True,1.0,2.0,6.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,9,,,
Rafael,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png,2.0,1.0,276.0,True,,,,,,,,,,,,,4.0,,2.0,,,,9,,,
Rafael Cabral,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,1.0,1.0,283.0,True,,,,,,,,,,,,,2.0,,1.0,,,,9,,,
Luciano Castán,https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png,1.2,3.0,283.0,True,,2.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,9,,,
Manoel,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_epjDNmT.png,0.0,3.0,266.0,True,,,,,,,,,,,,,,,,,,,9,,,
Antônio Carlos Zago,https://s.sde.globo.com/media/person_role/2023/05/10/photo_FORMATO_QhbNvRM.png,1.25,6.0,294.0,True,,,,,,,,,,,,,,,,,,,9,,,
Sidimar,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_o9GWoGq.png,1.7,3.0,290.0,True,,1.0,1.0,,,,,,,,,,,,,,,,9,,,
Luis Suárez,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png,12.4,5.0,284.0,True,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,9,,,
Vidal,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_Bc6F9kP.png,0.0,4.0,293.0,True,,,,,,,,,,,,,,,,,,,9,,,
Rafael,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,2.6,2.0,263.0,True,,3.0,,,,,,1.0,,,,,,,,,,,9,,,
Fábio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,3.7,2.0,284.0,True,,2.0,1.0,,,1.0,,,,,,,,,,,,,9,,,
Bruno Uvini,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,0.6,3.0,284.0,True,,1.0,,2.0,,,,,,,,,,,,,,,9,,,
Eduardo Sasha,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,5.7,5.0,280.0,True,1.0,,2.0,1.0,,,,,,,,,,,,,,,9,,,
Gabriel,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mJVxu6R.png,2.0,1.0,294.0,True,,,,,,,,,,,,,5.0,,3.0,,,,9,,,
Marllon,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,4.6,3.0,1371.0,True,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,9,,,
Jorge Sampaoli,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,8.41,6.0,262.0,True,,,,,,,,,,,,,,1.0,,,,,9,,,
Diogo Barbosa,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,0.0,2.0,266.0,True,,,,,,,,,,,,,,,,,,,9,,,
Weverton,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,2.0,1.0,275.0,True,,,,,,,,,,,,,3.0,,1.0,,,,9,,,
Gustavo Gómez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,-1.3,3.0,275.0,True,,,,1.0,,,,1.0,,,,,,,,,,,9,,,
Thiago Galhardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,3.9,5.0,356.0,True,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,9,,,
Danilo Avelar,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ZY6VlZB.png,14.7,3.0,327.0,True,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,9,,,
Everson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,11.0,1.0,282.0,True,,,,,,,,1.0,,,1.0,,7.0,,,,,,9,,,
Fernando Diniz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,5.2,6.0,266.0,True,,,,,,,,,,,,,,1.0,,,,,9,,,
Maguinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,1.8,2.0,290.0,True,,1.0,2.0,6.0,,3.0,,1.0,,,,,,,,,,,9,,,
Vitor Hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,5.0,3.0,265.0,True,,,,,,,,,,,1.0,,,,,,,,9,,,
Luiz Adriano,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,9.3,5.0,285.0,True,,,1.0,,,1.0,,,1.0,,,,,,,,,,9,,,
Samuel Xavier,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,1.9,2.0,266.0,True,,1.0,2.0,3.0,,2.0,,1.0,,,,,,,,,,,9,,,
Jean Dias,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,0.4,5.0,285.0,True,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,9,,,
Bruno Alves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,2.8,3.0,284.0,True,,2.0,1.0,,,,,,,,,1.0,,,,,,,9,,,
Guilherme Marques,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,-0.1,5.0,290.0,True,,1.0,,1.0,,,,1.0,,,,,,,,,,,9,,,
Aloísio,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_37LISS0.png,3.5,5.0,327.0,True,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,9,,,
Alison,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,2.1,4.0,277.0,True,,2.0,,1.0,,,,,,,,,,,,,,,9,,,
Everaldo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,-0.4,5.0,265.0,True,,,2.0,1.0,,,,1.0,,,,1.0,,,,,,,9,,,
Renê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,3.1,2.0,285.0,True,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,9,,,
Jonathan Cafu,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,0.7,5.0,1371.0,True,,,2.0,1.0,,,,,,,,,,,,,,,9,,,
Reinaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,7.8,2.0,284.0,True,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,9,,,
Thiago Santos,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,0.0,4.0,266.0,True,,,,,,,,,,,,,,,,,,,9,,,
Víctor Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,3.9,3.0,263.0,True,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,9,,,
Silvio Romero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,0.0,5.0,356.0,True,,,,,,,,,,,,,,,,,,,9,,,
Cano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,3.7,5.0,266.0,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,9,,,
Yago Pikachu,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,2.0,4.0,356.0,True,,1.0,,,,1.0,,,,,,,,,,,,,9,,,
Luciano,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,1.6,5.0,276.0,True,,,,,,2.0,,,,,,,,,,,,,9,,,
Lucas Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,11.1,4.0,277.0,True,,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,9,,,
Luan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,1.7,3.0,275.0,True,,2.0,,3.0,1.0,,,1.0,,,,,,,,,,,9,,,
Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,11.9,4.0,267.0,True,,1.0,4.0,1.0,,,1.0,,1.0,,,,,,,,,,9,,,
Mayke,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,5.5,2.0,275.0,True,1.0,,1.0,,,,,,,,,,,,,,,,9,,,
Alisson,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,2.5,4.0,276.0,True,,1.0,1.0,,,1.0,,,,,,,,,,,,,9,,,
João Ricardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,7.5,1.0,356.0,True,,,1.0,,,,,,,,1.0,,2.0,,,,,,9,,,
Willian Oliveira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,4.1,4.0,290.0,True,,4.0,1.0,4.0,,,,,,,,,,,,,,,9,,,
Juninho,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_C3jHgzm.png,0.1,4.0,327.0,True,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,9,,,
Tadeu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,6.0,1.0,290.0,True,,,,,,,,,,,,,7.0,,1.0,,,,9,,,
Zé Rafael,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,1.1,4.0,275.0,True,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,9,,,
Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,2.8,4.0,282.0,True,,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,9,,,
Tinga,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kUpus9a.png,10.5,2.0,356.0,True,,4.0,,,,1.0,,,,,1.0,1.0,,,,,,,9,,,
Paulo Turra,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,7.65,6.0,293.0,True,,,,,,,,,,,,,,1.0,,,,,9,,,
Wellington Rato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,1.2,4.0,276.0,True,,1.0,,,,,,,,,,,,,,,,,9,,,
Maurício Barbieri,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,3.29,6.0,267.0,True,,,,,,,,,,,,,,,,,,,9,,,
Patrick,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,2.2,4.0,282.0,True,,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,9,,,
Neris,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,0.0,3.0,283.0,True,,1.0,1.0,5.0,,1.0,,1.0,,,,,,,,,,,9,,,
Tiquinho Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,3.0,5.0,263.0,True,,,2.0,,1.0,1.0,,,,,,,,,,,,,9,,,
Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,5.6,3.0,282.0,True,,1.0,,2.0,,,,,,,1.0,,,,,,,,9,,,
Bruno Melo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,1.3,3.0,290.0,True,,,1.0,,,1.0,,,,,,,,,,,,,9,,,
Fernando Sobral,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,2.7,4.0,1371.0,True,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,9,,,
Romarinho,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,0.5,5.0,356.0,True,,,1.0,,,,,,,,,,,,,,,,9,,,
Lucas Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,5.1,4.0,280.0,True,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,9,,,
Robson,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_YXqWsS4.png,0.9,5.0,294.0,True,,1.0,,1.0,,,,,,,,,,,,,,,9,,,
Marcos Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,7.0,1.0,265.0,True,,,,,,,,,,,1.0,,2.0,,,,,,9,,,
João Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,1.0,1.0,277.0,True,,,,,,,,,,,,,2.0,,1.0,,,,9,,,
Alex Santana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,7.8,4.0,293.0,True,,,2.0,3.0,,1.0,,1.0,1.0,,,1.0,,,,,,,9,,,
Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,0.9,3.0,267.0,True,,1.0,,1.0,,,,,,,,,,,,,,,9,,,
Hyoran,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,4.0,4.0,282.0,True,,3.0,2.0,5.0,1.0,1.0,,1.0,,,,1.0,,,,,,,9,,,
Wanderson,https://s.sde.globo.com/media/person_role/2023/10/11/photo_FORMATO_2XeXgn6.png,3.8,3.0,327.0,True,,,,4.0,,,,,,,1.0,,,,,,,,9,,,
Alê,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HII8Evy.png,0.0,4.0,327.0,True,,,,,,,,,,,,,,,,,,,9,,,
Sander,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,4.5,2.0,290.0,True,,4.0,,1.0,,,,,,,,,,,,,,,9,,,
Tchê Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,-0.1,4.0,263.0,True,,,1.0,2.0,,,,,,,,,,,,,,,9,,,
Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,1.3,5.0,262.0,True,,,1.0,,,1.0,,,,,,,,,,,,,9,,,
Marlon,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,11.7,2.0,327.0,True,,5.0,2.0,1.0,,,,,,,1.0,,,,,,,,9,,,
Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,-3.0,1.0,267.0,True,,,,,,,,,,,,,1.0,,4.0,,,,9,,,
Pedro Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,6.8,3.0,293.0,True,,2.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,9,,,
Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,0.5,4.0,285.0,True,,,1.0,,,,,,,,,,,,,,,,9,,,
Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,8.4,5.0,277.0,True,,3.0,4.0,,1.0,2.0,,,,,,,,,,,,,9,,,
Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,10.9,3.0,284.0,True,,7.0,1.0,,1.0,1.0,,,,,,,,,,,,,9,,,
Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,2.1,3.0,277.0,True,,2.0,,1.0,,,,,,,,,,,,,,,9,,,
Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,3.7,4.0,265.0,True,,2.0,1.0,,,1.0,,,,,,,,,,,,,9,,,
Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,7.5,1.0,327.0,True,,,1.0,,,,,,,,1.0,,2.0,,,,,,9,,,
Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,5.0,3.0,282.0,True,,,,,,,,,,,1.0,,,,,,,,9,,,
Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,13.3,4.0,262.0,True,2.0,,3.0,4.0,,,,,,,,,,,,,1.0,,9,,,
Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,11.0,3.0,1371.0,True,1.0,,2.0,,,,,,,,1.0,,,,,,,,9,,,
Luís Castro,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,2.91,6.0,263.0,True,,,,,,,,,,,,,,,,,,,9,,,
Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,15.2,2.0,262.0,True,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,9,,,
Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,0.4,4.0,294.0,True,,,2.0,2.0,,,,,,,,,,,,,,,9,,,
Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,17.0,4.0,262.0,True,1.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,9,,,
João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,0.0,2.0,284.0,True,,,,,,,,,,,,,,,,,,,9,,,
William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,0.7,2.0,283.0,True,,,2.0,1.0,,,,,,,,,,,,,,,9,,,
Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,3.8,4.0,262.0,True,,4.0,1.0,5.0,,,,,,,,,,,,,,,9,,,
Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,7.9,5.0,276.0,True,,,1.0,2.0,,,,,1.0,,,,,,,,,,9,,,
Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,13.0,4.0,284.0,True,,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,9,,,
Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,3.9,4.0,277.0,True,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,9,,,
Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,0.0,5.0,284.0,True,,,,,,,,,,,,,,,,,,,9,,,
Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,2.9,5.0,277.0,True,,,2.0,3.0,1.0,2.0,,,,,,,,,,,,,9,,,
Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,6.1,2.0,356.0,True,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,9,,,
Raí Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,1.8,2.0,276.0,True,,1.0,,2.0,1.0,,,,,,,,,,,,,,9,,,
David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,1.3,5.0,276.0,True,,,1.0,,,1.0,,,,,,,,,,,,,9,,,
Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,1.7,4.0,265.0,True,,1.0,1.0,,,,,,,,,,,,,,,,9,,,
Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,-0.3,3.0,262.0,True,,,,1.0,,,,,,,,,,,,,,,9,,,
Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,1.2,4.0,284.0,True,,1.0,,,,,,,,,,,,,,,,,9,,,
Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,5.0,1.0,263.0,True,,,,,,,,,,,,,6.0,,1.0,,,,9,,,
Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,10.9,4.0,262.0,True,,2.0,1.0,,,,,,1.0,,,,,,,,,,9,,,
